project_id,project_name,ministry,city,budget_usd,start_date,end_date,status,lead_official
PJ620,Zakho Digital Infrastructure Project 620,M384,Zakho,116142457,2024-07-21,2028-09-12,active,Eng. Bestun Bakr Nasser
PJ621,Duhok Regional Culture Project 621,M738,Duhok,109735115,2025-11-23,2027-09-13,active,Dr. Lana Mohammed Hama
PJ622,Halabja Digital Water Project 622,M568,Halabja,96907455,2024-06-04,2026-06-13,delayed,Gen. Lana Fuad Aziz
PJ623,Halabja Smart Culture Project 623,M863,Halabja,63940623,2022-12-27,2023-08-29,planned,Dr. Sardar Ihsan Mahmoud
PJ624,Zakho Digital Transport Project 624,M423,Zakho,88515559,2025-11-26,2026-11-03,completed,Eng. Wrya Fuad Mustafa
PJ625,Erbil Digital Infrastructure Project 625,M748,Erbil,83629218,2022-05-23,2024-12-16,active,Gen. Avan Omar Hassan
PJ626,Zakho Digital Housing Project 626,M154,Zakho,54703403,2022-04-26,2025-04-20,delayed,Dr. Zeynep Hama Aziz
PJ627,Zakho Digital Security Project 627,M053,Zakho,17777656,2025-08-15,2030-06-03,completed,Dr. Mazin Fuad Saeed
PJ628,Duhok Public Housing Project 628,M981,Duhok,64160152,2024-07-19,2025-02-08,completed,Eng. Azad Dara Hassan
PJ629,Erbil Regional Education Project 629,M374,Erbil,32256596,2024-07-17,2025-05-25,delayed,Eng. Hawkar Kamaran Mahmoud
PJ630,Duhok National Water Project 630,M916,Duhok,91498223,2022-09-30,2025-09-04,completed,Gen. Kavar Barzan Hama
PJ631,Zakho Regional Culture Project 631,M341,Zakho,17462241,2023-11-25,2026-11-18,active,Gen. Karwan Farhad Aziz
PJ632,Erbil Regional Water Project 632,M167,Erbil,93125994,2022-03-16,2024-09-13,completed,Dr. Nawzad Fuad Mahmoud
PJ633,Sulaymaniyah National Transport Project 633,M355,Sulaymaniyah,3739083,2022-04-10,2026-12-20,planned,Dr. Randa Fuad Mustafa
PJ634,Duhok Public Energy Project 634,M818,Duhok,72243727,2023-02-12,2027-02-15,planned,Dr. Rebaz Rizgar Karim
PJ635,Zakho National Water Project 635,M162,Zakho,82335299,2022-01-20,2025-03-18,delayed,Dr. Baran Latif Mahmoud
PJ636,Duhok Digital Transport Project 636,M233,Duhok,23444317,2025-06-22,2029-08-18,delayed,Eng. Zhyan Dara Hama
PJ637,Duhok Digital Energy Project 637,M572,Duhok,93380035,2023-05-29,2027-01-02,delayed,Gen. Vian Omar Mustafa
PJ638,Halabja National Security Project 638,M558,Halabja,9389736,2022-01-26,2023-02-08,active,Eng. Alan Aziz Ahmad
PJ639,Sulaymaniyah Smart Health Project 639,M407,Sulaymaniyah,74216276,2024-09-23,2028-03-01,planned,Eng. Chnar Saber Said
PJ640,Halabja Digital Water Project 640,M535,Halabja,104241065,2023-05-13,2026-11-26,completed,Dr. Rozhan Omar Hassan
PJ641,Duhok Regional Health Project 641,M196,Duhok,18937002,2025-07-09,2027-11-18,completed,Dr. Xezal Kamaran Said
PJ642,Sulaymaniyah Smart Water Project 642,M057,Sulaymaniyah,75178460,2024-11-04,2026-10-23,planned,Eng. Sardar Barzan Ahmad
PJ643,Erbil National Health Project 643,M802,Erbil,77154619,2023-05-31,2027-05-06,delayed,Eng. Randa Rebaz Nasser
PJ644,Erbil Regional Energy Project 644,M831,Erbil,18425097,2025-01-25,2029-03-19,delayed,Dr. Jalal Aryan Faris
PJ645,Sulaymaniyah Public Water Project 645,M758,Sulaymaniyah,7960736,2023-11-01,2024-11-23,planned,Dr. Rami Rebaz Rashid
PJ646,Sulaymaniyah Integrated Transport Project 646,M988,Sulaymaniyah,4471419,2023-01-23,2024-12-07,completed,Gen. Randa Barzan Salih
PJ647,Halabja Public Culture Project 647,M991,Halabja,32473965,2025-09-30,2027-08-11,delayed,Eng. Hawkar Raber Said
PJ648,Sulaymaniyah National Culture Project 648,M991,Sulaymaniyah,66317756,2023-03-07,2026-03-03,delayed,Eng. Hawkar Raber Said
PJ649,Sulaymaniyah Public Infrastructure Project 649,M685,Sulaymaniyah,44794993,2023-10-31,2028-07-02,delayed,Gen. Helin Salam Taha
PJ650,Halabja National Water Project 650,M628,Halabja,77301323,2024-12-23,2028-11-05,active,Gen. Jalal Nawzad Ali
PJ651,Halabja Integrated Water Project 651,M290,Halabja,9977645,2025-01-03,2025-07-26,completed,Eng. Zhyan Farid Nasser
PJ652,Zakho Regional Transport Project 652,M351,Zakho,18897742,2024-09-26,2026-10-07,delayed,Dr. Helin Aziz Mustafa
PJ653,Sulaymaniyah Regional Energy Project 653,M474,Sulaymaniyah,53543403,2022-04-18,2022-12-30,completed,Gen. Sardar Rizgar Hassan
PJ654,Erbil Regional Infrastructure Project 654,M475,Erbil,40423577,2023-07-24,2026-12-28,delayed,Eng. Jalal Farid Ali
PJ655,Erbil Public Health Project 655,M544,Erbil,82038337,2023-07-10,2027-10-05,delayed,Dr. Karwan Saeed Omar
PJ656,Duhok Regional Housing Project 656,M636,Duhok,29787057,2025-07-13,2027-07-16,delayed,Dr. Dashni Karim Faris
PJ657,Zakho Public Energy Project 657,M651,Zakho,69492740,2024-09-27,2029-07-24,active,Gen. Karwan Salam Aziz
PJ658,Duhok Smart Health Project 658,M953,Duhok,33713951,2024-07-07,2029-05-28,active,Eng. Naz Latif Nasser
PJ659,Zakho Integrated Health Project 659,M204,Zakho,79687089,2024-05-30,2024-12-18,active,Eng. Avan Jalal Qadir
PJ660,Zakho Regional Infrastructure Project 660,M756,Zakho,106483643,2025-05-03,2028-12-30,completed,Dr. Sardar Farhad Hassan
PJ661,Halabja Digital Health Project 661,M467,Halabja,3745549,2025-10-13,2028-10-14,active,Gen. Yara Bakr Mustafa
PJ662,Sulaymaniyah Smart Energy Project 662,M750,Sulaymaniyah,57661082,2024-09-26,2029-05-25,delayed,Eng. Mazin Farhad Ali
PJ663,Sulaymaniyah Regional Culture Project 663,M841,Sulaymaniyah,38890683,2023-10-13,2026-05-02,active,Gen. Rami Aziz Ali
PJ664,Erbil Digital Education Project 664,M578,Erbil,10949292,2023-05-26,2024-09-21,active,Eng. Kamaran Ihsan Tahir
PJ665,Halabja Public Health Project 665,M226,Halabja,75475169,2024-11-06,2027-09-25,planned,Gen. Farhad Aziz Mustafa
PJ666,Erbil Public Transport Project 666,M444,Erbil,11712185,2024-08-25,2025-03-22,completed,Dr. Rami Raber Taha
PJ667,Sulaymaniyah Regional Culture Project 667,M508,Sulaymaniyah,46713914,2023-06-02,2024-05-28,completed,Dr. Baran Jalal Hama
PJ668,Sulaymaniyah Public Health Project 668,M359,Sulaymaniyah,85005350,2024-03-09,2027-11-09,active,Dr. Sardar Latif Ali
PJ669,Duhok Integrated Infrastructure Project 669,M996,Duhok,49809221,2023-02-13,2027-09-14,delayed,Gen. Helin Aziz Karimi
PJ670,Zakho Digital Energy Project 670,M301,Zakho,6583342,2023-08-09,2027-04-17,active,Eng. Layla Kamaran Omar
PJ671,Erbil Public Energy Project 671,M788,Erbil,37276819,2024-08-22,2029-03-14,completed,Dr. Kamaran Mustafa Salih
PJ672,Duhok Public Infrastructure Project 672,M416,Duhok,113464986,2022-05-27,2024-02-25,planned,Gen. Sardar Bakr Karimi
PJ673,Sulaymaniyah Integrated Water Project 673,M988,Sulaymaniyah,114493236,2024-03-06,2027-03-22,delayed,Gen. Randa Barzan Salih
PJ674,Sulaymaniyah Digital Water Project 674,M750,Sulaymaniyah,98630915,2025-06-13,2028-01-17,active,Eng. Mazin Farhad Ali
PJ675,Halabja National Education Project 675,M452,Halabja,65540634,2022-03-02,2026-04-28,active,Gen. Tara Aziz Taha
PJ676,Sulaymaniyah Digital Security Project 676,M325,Sulaymaniyah,115810686,2022-10-12,2025-10-22,delayed,Eng. Sardar Jamal Mahmoud
PJ677,Sulaymaniyah Public Housing Project 677,M749,Sulaymaniyah,15985096,2024-04-27,2025-12-06,planned,Gen. Saman Rizgar Saeed
PJ678,Zakho Digital Culture Project 678,M113,Zakho,112969167,2025-02-25,2025-12-31,delayed,Eng. Naz Latif Mustafa
PJ679,Halabja Regional Culture Project 679,M348,Halabja,13715866,2022-08-01,2027-06-26,active,Eng. Aryan Mohammed Karim
PJ680,Duhok National Water Project 680,M797,Duhok,2669962,2022-11-11,2025-01-09,delayed,Gen. Chnar Salam Ali
PJ681,Zakho Digital Water Project 681,M322,Zakho,42698066,2025-08-10,2029-02-06,delayed,Eng. Helin Dara Said
PJ682,Erbil National Water Project 682,M074,Erbil,64544167,2025-12-13,2027-07-25,planned,Dr. Dashni Barzan Mahmoud
PJ683,Duhok Smart Infrastructure Project 683,M094,Duhok,45134644,2023-06-21,2025-08-16,planned,Eng. Rami Latif Qadir
PJ684,Halabja Public Transport Project 684,M599,Halabja,30606648,2024-09-25,2028-08-13,active,Dr. Rami Omar Othman
PJ685,Duhok Regional Health Project 685,M903,Duhok,15791800,2022-12-18,2024-05-14,active,Gen. Alan Farid Said
PJ686,Zakho Integrated Water Project 686,M695,Zakho,6425350,2023-09-17,2026-08-22,planned,Eng. Chnar Karim Kadir
PJ687,Sulaymaniyah National Infrastructure Project 687,M379,Sulaymaniyah,4423755,2022-01-20,2023-07-21,planned,Gen. Avan Bakr Kadir
PJ688,Zakho Digital Energy Project 688,M551,Zakho,22001675,2023-12-12,2028-02-03,active,Dr. Dashni Sherzad Hassan
PJ689,Sulaymaniyah Integrated Education Project 689,M311,Sulaymaniyah,20879437,2022-02-15,2026-03-20,completed,Gen. Jalal Jamal Karimi
PJ690,Erbil Public Transport Project 690,M477,Erbil,68252599,2023-06-20,2024-11-01,completed,Gen. Rebaz Sherzad Hassan
PJ691,Erbil Regional Education Project 691,M050,Erbil,40688588,2023-02-16,2025-11-18,completed,Dr. Vian Saeed Hassan
PJ692,Halabja Digital Infrastructure Project 692,M021,Halabja,114552654,2025-06-14,2027-04-10,active,Eng. Layla Jamal Karimi
PJ693,Duhok National Security Project 693,M541,Duhok,44357978,2025-11-12,2029-06-10,delayed,Eng. Vian Bakr Kadir
PJ694,Halabja Regional Transport Project 694,M067,Halabja,38142552,2023-04-09,2024-08-28,planned,Eng. Aryan Jamal Mahmoud
PJ695,Sulaymaniyah Digital Health Project 695,M314,Sulaymaniyah,100153282,2022-07-22,2023-02-27,delayed,Dr. Saman Bakr Mahmoud
PJ696,Halabja National Water Project 696,M028,Halabja,70744102,2024-09-29,2027-09-06,delayed,Gen. Hawkar Mustafa Nuri
PJ697,Duhok National Security Project 697,M646,Duhok,70928298,2024-10-06,2025-11-23,planned,Dr. Mazin Fuad Rashid
PJ698,Erbil Public Education Project 698,M140,Erbil,62346170,2024-12-02,2029-07-25,planned,Eng. Rami Jamal Rashid
PJ699,Sulaymaniyah Digital Education Project 699,M631,Sulaymaniyah,77541467,2023-05-29,2027-01-07,completed,Eng. Karwan Bakr Ali
PJ700,Erbil Digital Housing Project 700,M533,Erbil,68483384,2024-10-05,2026-09-28,active,Dr. Dara Latif Aziz
PJ701,Zakho Smart Security Project 701,M123,Zakho,65134654,2023-12-23,2024-10-22,completed,Eng. Rami Nawzad Karim
PJ702,Zakho Digital Health Project 702,M285,Zakho,57129446,2023-12-14,2024-08-16,active,Gen. Fuad Mohammed Qadir
PJ703,Zakho Regional Transport Project 703,M367,Zakho,98503292,2023-01-27,2025-12-17,active,Eng. Randa Karim Omar
PJ704,Halabja Smart Health Project 704,M686,Halabja,24567469,2024-05-04,2027-12-22,active,Eng. Naz Rizgar Karim
PJ705,Sulaymaniyah Public Health Project 705,M020,Sulaymaniyah,95225773,2025-03-05,2025-10-13,planned,Gen. Jalal Sherzad Hasan
PJ706,Erbil Regional Housing Project 706,M747,Erbil,46458537,2025-10-06,2027-12-24,completed,Dr. Dilan Kamaran Mustafa
PJ707,Duhok Public Culture Project 707,M304,Duhok,68196462,2022-03-19,2025-11-02,completed,Gen. Dara Fuad Rashid
PJ708,Erbil Digital Health Project 708,M905,Erbil,108197513,2023-02-08,2026-05-07,delayed,Dr. Baran Salam Nuri
PJ709,Duhok Smart Culture Project 709,M028,Duhok,88678973,2022-07-08,2026-02-14,completed,Gen. Hawkar Mustafa Nuri
PJ710,Sulaymaniyah Regional Infrastructure Project 710,M571,Sulaymaniyah,96716921,2025-04-15,2030-02-05,completed,Eng. Aryan Farid Mustafa
PJ711,Sulaymaniyah Public Security Project 711,M430,Sulaymaniyah,32130641,2022-04-25,2027-03-10,completed,Dr. Naz Hama Ahmad
PJ712,Sulaymaniyah Integrated Housing Project 712,M226,Sulaymaniyah,31954066,2022-12-10,2023-12-29,completed,Gen. Farhad Aziz Mustafa
PJ713,Sulaymaniyah Regional Housing Project 713,M916,Sulaymaniyah,115077568,2025-05-23,2029-11-17,delayed,Gen. Kavar Barzan Hama
PJ714,Duhok Public Health Project 714,M644,Duhok,47029222,2022-09-20,2024-07-30,completed,Dr. Mazin Salam Taha
PJ715,Duhok Digital Water Project 715,M485,Duhok,44673370,2023-03-06,2027-08-13,planned,Gen. Avan Mustafa Said
PJ716,Duhok Public Energy Project 716,M363,Duhok,49631006,2023-05-03,2028-04-01,active,Dr. Hawkar Raber Karim
PJ717,Duhok Smart Energy Project 717,M447,Duhok,107351106,2025-11-23,2027-10-21,active,Dr. Zhyan Hama Faris
PJ718,Zakho Integrated Energy Project 718,M920,Zakho,18113524,2025-08-03,2027-08-14,planned,Dr. Saman Hama Hama
PJ719,Sulaymaniyah Smart Education Project 719,M583,Sulaymaniyah,102154848,2025-11-14,2030-09-10,delayed,Dr. Vian Raber Ali
PJ720,Sulaymaniyah Digital Energy Project 720,M959,Sulaymaniyah,92035572,2022-09-10,2027-07-07,planned,Dr. Rebaz Farid Taha
PJ721,Erbil Digital Education Project 721,M915,Erbil,71504344,2025-09-08,2027-06-20,planned,Eng. Farhad Karim Said
PJ722,Erbil National Housing Project 722,M815,Erbil,5071501,2025-10-20,2027-04-23,active,Eng. Zeynep Bakr Rashid
PJ723,Duhok Regional Health Project 723,M651,Duhok,5093212,2022-10-12,2023-08-13,completed,Gen. Karwan Salam Aziz
PJ724,Erbil Public Security Project 724,M112,Erbil,64610518,2024-03-01,2028-12-03,planned,Gen. Karwan Hama Hama
PJ725,Sulaymaniyah Public Housing Project 725,M346,Sulaymaniyah,26728692,2022-10-13,2024-08-19,planned,Eng. Chnar Aziz Taha
PJ726,Sulaymaniyah Integrated Education Project 726,M482,Sulaymaniyah,16612454,2024-04-05,2028-11-07,planned,Eng. Saman Fuad Hassan
PJ727,Duhok Regional Education Project 727,M560,Duhok,116212650,2025-12-30,2030-03-12,delayed,Gen. Xezal Fuad Hasan
PJ728,Erbil National Energy Project 728,M528,Erbil,54150177,2023-07-01,2027-12-09,active,Gen. Yara Salam Karim
PJ729,Duhok Digital Culture Project 729,M450,Duhok,8115719,2023-01-19,2027-09-06,planned,Eng. Pishtiwan Mohammed Rashid
PJ730,Erbil Public Infrastructure Project 730,M618,Erbil,77956839,2025-04-05,2026-03-20,active,Dr. Aryan Farid Hassan
PJ731,Zakho Integrated Education Project 731,M932,Zakho,96813683,2023-09-06,2025-12-17,planned,Eng. Alan Farhad Hama
PJ732,Duhok Regional Infrastructure Project 732,M791,Duhok,4239485,2025-07-30,2027-03-09,completed,Dr. Hawkar Jalal Aziz
PJ733,Erbil National Energy Project 733,M952,Erbil,30422524,2022-03-11,2023-08-27,planned,Eng. Bestun Ihsan Hassan
PJ734,Sulaymaniyah Integrated Health Project 734,M792,Sulaymaniyah,10218818,2025-02-23,2027-10-05,planned,Dr. Hawkar Omar Omar
PJ735,Halabja Regional Infrastructure Project 735,M903,Halabja,33744406,2022-09-15,2025-12-13,delayed,Gen. Alan Farid Said
PJ736,Erbil National Housing Project 736,M695,Erbil,89032350,2025-10-04,2027-07-04,completed,Eng. Chnar Karim Kadir
PJ737,Erbil National Water Project 737,M596,Erbil,61460614,2023-05-15,2026-04-13,active,Dr. Zeynep Raber Ali
PJ738,Halabja Regional Education Project 738,M434,Halabja,80172700,2024-11-29,2028-10-02,delayed,Gen. Zhyan Omar Rashid
PJ739,Halabja Smart Health Project 739,M074,Halabja,73772367,2022-03-03,2023-01-31,completed,Dr. Dashni Barzan Mahmoud
PJ740,Duhok Integrated Security Project 740,M984,Duhok,102149832,2023-07-11,2024-01-30,completed,Dr. Xezal Mohammed Karimi
PJ741,Halabja Digital Culture Project 741,M294,Halabja,12520791,2024-09-22,2025-05-06,planned,Gen. Randa Nawzad Mahmoud
PJ742,Zakho Integrated Infrastructure Project 742,M100,Zakho,107854296,2023-07-03,2026-09-15,planned,Eng. Zeynep Nawzad Mustafa
PJ743,Sulaymaniyah Public Water Project 743,M628,Sulaymaniyah,28229492,2023-05-15,2024-08-28,delayed,Gen. Jalal Nawzad Ali
PJ744,Zakho Digital Energy Project 744,M912,Zakho,4315789,2023-05-24,2026-02-09,completed,Gen. Zeynep Saeed Nasser
PJ745,Zakho National Infrastructure Project 745,M778,Zakho,95354886,2024-04-01,2025-08-03,planned,Gen. Xezal Jamal Kadir
PJ746,Zakho Digital Health Project 746,M171,Zakho,119179554,2024-04-12,2028-02-26,completed,Dr. Fuad Bakr Karimi
PJ747,Halabja National Health Project 747,M819,Halabja,70936517,2023-11-27,2025-05-14,planned,Eng. Chnar Nawzad Mustafa
PJ748,Duhok Integrated Housing Project 748,M146,Duhok,29686026,2023-03-31,2027-02-09,completed,Dr. Sardar Kamaran Ahmad
PJ749,Halabja Digital Education Project 749,M965,Halabja,35131173,2024-10-04,2026-10-31,delayed,Gen. Randa Saber Othman
PJ750,Duhok Public Energy Project 750,M747,Duhok,108197399,2025-04-14,2026-02-05,completed,Dr. Dilan Kamaran Mustafa
PJ751,Zakho Digital Housing Project 751,M146,Zakho,30748115,2025-04-12,2030-02-12,completed,Dr. Sardar Kamaran Ahmad
PJ752,Duhok Smart Transport Project 752,M261,Duhok,15965348,2025-02-22,2026-10-25,active,Eng. Layla Raber Kadir
PJ753,Duhok National Culture Project 753,M868,Duhok,83017413,2023-09-24,2026-02-10,planned,Gen. Farhad Karim Nuri
PJ754,Erbil National Security Project 754,M012,Erbil,66811941,2025-05-04,2027-02-04,delayed,Eng. Yara Mustafa Mahmoud
PJ755,Zakho National Housing Project 755,M565,Zakho,55246221,2024-10-19,2027-01-26,active,Gen. Zhyan Farhad Othman
PJ756,Zakho Integrated Security Project 756,M809,Zakho,112664201,2023-02-03,2025-04-27,active,Eng. Zhyan Barzan Taha
PJ757,Zakho Public Infrastructure Project 757,M024,Zakho,55794796,2022-08-03,2025-08-25,completed,Eng. Rebaz Salam Karimi
PJ758,Erbil Integrated Security Project 758,M332,Erbil,19007446,2022-12-19,2025-11-08,delayed,Gen. Kamaran Sherzad Hama
PJ759,Erbil National Transport Project 759,M207,Erbil,107033467,2023-06-20,2026-04-09,delayed,Dr. Rami Aziz Karim
PJ760,Sulaymaniyah Regional Water Project 760,M048,Sulaymaniyah,66416911,2022-01-27,2025-01-24,planned,Dr. Baran Fuad Ahmad
PJ761,Zakho Public Health Project 761,M981,Zakho,93713402,2024-07-21,2027-01-01,delayed,Eng. Azad Dara Hassan
PJ762,Sulaymaniyah Integrated Security Project 762,M307,Sulaymaniyah,116039545,2023-08-30,2028-01-15,planned,Gen. Rozhan Ihsan Hasan
PJ763,Zakho Regional Housing Project 763,M855,Zakho,55745378,2022-12-11,2024-09-25,delayed,Gen. Fuad Rebaz Karimi
PJ764,Halabja Digital Infrastructure Project 764,M458,Halabja,113660867,2024-05-25,2025-07-24,completed,Gen. Helin Jamal Mustafa
PJ765,Duhok Regional Housing Project 765,M982,Duhok,65682537,2025-06-28,2028-09-30,completed,Eng. Nawzad Saber Qadir
PJ766,Duhok Smart Housing Project 766,M059,Duhok,106815046,2025-06-22,2027-12-02,delayed,Eng. Lana Farhad Aziz
PJ767,Erbil Smart Health Project 767,M358,Erbil,47565555,2025-05-21,2029-08-12,completed,Eng. Rozhan Jalal Said
PJ768,Duhok Digital Security Project 768,M440,Duhok,90725828,2022-12-30,2026-12-11,active,Eng. Avan Bakr Nasser
PJ769,Sulaymaniyah Integrated Culture Project 769,M646,Sulaymaniyah,2444985,2024-04-09,2025-07-27,completed,Dr. Mazin Fuad Rashid
PJ770,Zakho Digital Energy Project 770,M444,Zakho,75645360,2024-08-19,2028-07-15,delayed,Dr. Rami Raber Taha
PJ771,Duhok National Security Project 771,M598,Duhok,76215613,2022-04-21,2023-08-23,planned,Gen. Kamaran Hama Aziz
PJ772,Sulaymaniyah Digital Health Project 772,M985,Sulaymaniyah,36463719,2025-10-15,2028-06-10,active,Dr. Rami Farhad Tahir
PJ773,Duhok National Security Project 773,M234,Duhok,71314738,2022-03-11,2023-10-07,completed,Dr. Mazin Mustafa Nasser
PJ774,Duhok Smart Health Project 774,M084,Duhok,10933086,2022-05-26,2023-11-18,active,Eng. Rozhan Ihsan Tahir
PJ775,Zakho Regional Culture Project 775,M395,Zakho,43852846,2024-09-23,2026-07-06,delayed,Gen. Baran Salam Hasan
PJ776,Sulaymaniyah National Transport Project 776,M693,Sulaymaniyah,63304382,2024-07-20,2029-05-10,planned,Eng. Fuad Bakr Karim
PJ777,Erbil Public Transport Project 777,M125,Erbil,79399776,2023-11-16,2026-04-14,planned,Dr. Kamaran Nawzad Aziz
PJ778,Sulaymaniyah Smart Infrastructure Project 778,M787,Sulaymaniyah,70708011,2024-11-04,2027-01-14,active,Eng. Azad Nawzad Nuri
PJ779,Erbil Smart Education Project 779,M077,Erbil,36503632,2024-01-01,2025-04-14,active,Eng. Karwan Jamal Tahir
PJ780,Zakho Regional Security Project 780,M683,Zakho,71175362,2024-05-16,2028-12-02,planned,Eng. Bestun Rebaz Kadir
PJ781,Erbil Regional Housing Project 781,M719,Erbil,39875710,2025-06-11,2028-11-30,completed,Eng. Avan Kamaran Ahmad
PJ782,Sulaymaniyah Regional Energy Project 782,M207,Sulaymaniyah,28389297,2024-11-24,2026-07-05,active,Dr. Rami Aziz Karim
PJ783,Zakho Regional Housing Project 783,M047,Zakho,4372879,2025-07-12,2027-09-17,delayed,Dr. Karwan Saeed Salih
PJ784,Erbil Regional Energy Project 784,M089,Erbil,87599324,2024-08-19,2027-08-12,completed,Gen. Fuad Mohammed Hasan
PJ785,Sulaymaniyah Integrated Health Project 785,M253,Sulaymaniyah,37251009,2025-03-29,2028-01-11,completed,Dr. Rebaz Mohammed Hama
PJ786,Sulaymaniyah Integrated Security Project 786,M093,Sulaymaniyah,110559380,2024-09-11,2029-08-15,active,Dr. Jalal Sherzad Othman
PJ787,Zakho Public Energy Project 787,M180,Zakho,45435348,2022-10-14,2023-08-06,delayed,Dr. Yara Kamaran Karim
PJ788,Duhok Smart Culture Project 788,M924,Duhok,61901220,2022-05-28,2023-10-06,completed,Eng. Naz Mustafa Faris
PJ789,Duhok National Infrastructure Project 789,M349,Duhok,2407112,2024-03-30,2027-07-14,completed,Eng. Shilan Saber Saeed
PJ790,Duhok Regional Infrastructure Project 790,M487,Duhok,111057930,2025-10-31,2029-05-24,active,Dr. Dara Raber Othman
PJ791,Halabja Regional Infrastructure Project 791,M136,Halabja,26718427,2022-02-09,2025-10-01,completed,Eng. Randa Dara Kadir
PJ792,Erbil Public Housing Project 792,M103,Erbil,10919025,2024-03-13,2025-10-15,active,Gen. Karwan Fuad Said
PJ793,Erbil Smart Health Project 793,M094,Erbil,50859166,2024-12-21,2026-08-02,delayed,Eng. Rami Latif Qadir
PJ794,Sulaymaniyah Smart Infrastructure Project 794,M352,Sulaymaniyah,109252519,2024-07-08,2028-02-17,completed,Eng. Zeynep Barzan Faris
PJ795,Erbil Regional Energy Project 795,M419,Erbil,106542603,2024-11-08,2028-05-02,completed,Gen. Yara Dara Rashid
PJ796,Halabja Public Transport Project 796,M088,Halabja,109864557,2024-02-27,2025-06-08,active,Gen. Zeynep Farhad Mahmoud
PJ797,Halabja Regional Transport Project 797,M830,Halabja,53218855,2023-06-20,2025-06-07,active,Eng. Alan Karim Hasan
PJ798,Duhok Digital Energy Project 798,M741,Duhok,23550029,2024-10-11,2028-07-08,active,Eng. Hawkar Jalal Aziz
PJ799,Halabja Integrated Security Project 799,M790,Halabja,56743973,2023-02-10,2026-10-22,completed,Dr. Vian Karim Hasan
PJ800,Halabja Digital Water Project 800,M202,Halabja,51354118,2025-05-26,2027-03-12,delayed,Dr. Chnar Mustafa Omar
PJ801,Duhok Integrated Health Project 801,M717,Duhok,63528603,2022-08-19,2026-07-14,planned,Gen. Mazin Latif Mustafa
PJ802,Erbil Public Education Project 802,M241,Erbil,63128681,2025-01-18,2029-03-09,planned,Dr. Narin Rebaz Hama
PJ803,Halabja Regional Culture Project 803,M634,Halabja,63929703,2025-08-14,2028-02-29,planned,Gen. Dashni Salam Hassan
PJ804,Zakho Regional Water Project 804,M908,Zakho,52407783,2025-12-08,2027-07-25,active,Dr. Bestun Farid Tahir
PJ805,Halabja National Housing Project 805,M749,Halabja,59582003,2023-10-23,2028-06-11,completed,Gen. Saman Rizgar Saeed
PJ806,Erbil National Transport Project 806,M147,Erbil,71559141,2024-02-20,2025-11-08,planned,Dr. Azad Aryan Kadir
PJ807,Zakho Smart Health Project 807,M566,Zakho,7902974,2023-07-05,2026-12-03,completed,Dr. Karwan Omar Aziz
PJ808,Erbil Public Transport Project 808,M950,Erbil,108386712,2025-08-23,2026-08-28,delayed,Dr. Zeynep Jamal Hasan
PJ809,Zakho National Infrastructure Project 809,M678,Zakho,22067333,2023-09-16,2024-11-22,delayed,Gen. Zeynep Karim Mustafa
PJ810,Erbil Digital Water Project 810,M831,Erbil,78595648,2024-01-19,2027-07-16,completed,Dr. Jalal Aryan Faris
PJ811,Zakho Smart Culture Project 811,M652,Zakho,30979006,2025-02-06,2028-07-11,completed,Gen. Bestun Aziz Saeed
PJ812,Zakho Regional Energy Project 812,M138,Zakho,90158139,2022-12-21,2027-07-15,delayed,Eng. Dara Omar Karim
PJ813,Zakho National Security Project 813,M453,Zakho,5834822,2022-02-03,2025-01-11,planned,Eng. Vian Aryan Tahir
PJ814,Duhok Smart Security Project 814,M149,Duhok,98941408,2022-01-10,2025-12-27,delayed,Dr. Narin Kamaran Faris
PJ815,Zakho Public Culture Project 815,M893,Zakho,96094533,2022-07-21,2023-07-28,active,Eng. Shilan Jamal Ali
PJ816,Duhok Smart Housing Project 816,M624,Duhok,87980300,2024-06-14,2028-11-19,delayed,Eng. Farhad Mustafa Mustafa
PJ817,Sulaymaniyah National Energy Project 817,M743,Sulaymaniyah,58881300,2023-05-17,2024-08-22,planned,Dr. Karwan Aziz Rashid
PJ818,Sulaymaniyah Integrated Transport Project 818,M710,Sulaymaniyah,97824746,2024-03-29,2028-08-20,active,Dr. Rozhan Farid Mustafa
PJ819,Halabja Smart Health Project 819,M084,Halabja,13048852,2024-09-03,2026-05-14,delayed,Eng. Rozhan Ihsan Tahir
PJ820,Sulaymaniyah Digital Health Project 820,M024,Sulaymaniyah,53929471,2024-08-08,2026-01-16,delayed,Eng. Rebaz Salam Karimi
PJ821,Erbil National Health Project 821,M978,Erbil,83995648,2024-09-27,2026-11-20,delayed,Gen. Naz Nawzad Nuri
PJ822,Halabja Regional Energy Project 822,M561,Halabja,31055335,2022-09-20,2026-11-30,completed,Gen. Hawkar Bakr Hama
PJ823,Erbil Integrated Culture Project 823,M929,Erbil,54019640,2025-05-26,2029-11-18,delayed,Eng. Xezal Farid Mustafa
PJ824,Duhok Digital Energy Project 824,M328,Duhok,105964733,2024-06-13,2028-03-23,delayed,Gen. Dara Mustafa Karim
PJ825,Zakho Digital Housing Project 825,M393,Zakho,51526112,2022-10-12,2024-09-18,delayed,Dr. Chnar Kamaran Qadir
PJ826,Erbil Digital Housing Project 826,M606,Erbil,57791673,2024-07-07,2026-07-24,delayed,Gen. Zhyan Nawzad Othman
