event_id,event_name,type,city,venue,date,tickets,price_usd,organiser
EV715,Sulaymaniyah Startup Festival 2025,Government,Sulaymaniyah,Goizha Convention Center,2025-02-19,231,20,KRG Presidency
EV716,Erbil Business Bootcamp 2026,Conference,Erbil,AUK Auditorium,2025-10-25,216,60,KRG Presidency
EV717,Erbil Health Festival 2024,Cultural,Erbil,AUK Auditorium,2025-04-07,5684,100,StartupKRG
EV718,Halabja Startup Festival 2025,Government,Halabja,Halabja Youth Center,2026-09-04,7336,10,UoS
EV719,Erbil Health Conference 2026,Commemorative,Erbil,Erbil International Fair Ground,2024-06-10,6470,10,StartupKRG
EV720,Halabja Business Conference 2024,Education,Halabja,Sirwan Park,2025-07-05,7551,60,SPU
EV721,Zakho Film Forum 2025,Music,Zakho,Zakho Stadium,2026-10-10,2637,25,KRG Media Commission
EV722,Duhok Science Week 2026,Commemorative,Duhok,Duhok Expo,2025-02-15,8229,80,StartupKRG
EV723,Erbil Heritage Bootcamp 2024,Conference,Erbil,Divan Hotel Erbil,2024-04-04,2870,40,KRG Ministry of Culture
EV724,Sulaymaniyah Heritage Week 2025,Commemorative,Sulaymaniyah,UoS Hall,2026-09-02,6620,5,UKH
EV725,Erbil Culture Fair 2026,Education,Erbil,Erbil Citadel Grounds,2025-01-23,11293,40,UoS
EV726,Duhok Business Camp 2024,Business,Duhok,Duhok Cultural Center,2026-08-25,8000,50,AUK
EV727,Erbil Education Summit 2025,Conference,Erbil,Sami Abdulrahman Park,2024-01-23,8131,20,Kurdistan Data Institute
EV728,Zakho Book Expo 2026,Government,Zakho,New Zakho Hall,2026-11-19,8652,15,KRG Media Commission
EV729,Zakho Heritage Fair 2024,Health,Zakho,Zakho Park,2026-04-06,6648,25,KRG Media Commission
EV730,Erbil Heritage Conference 2025,Business,Erbil,Rotana Hotel,2024-02-04,3809,10,UKH
EV731,Sulaymaniyah Culture Conference 2026,Conference,Sulaymaniyah,SPU Auditorium,2026-11-10,10630,100,KRG Media Commission
EV732,Erbil Culture Fair 2024,Business,Erbil,UKH Campus,2024-09-19,11241,25,Kurdistan Data Institute
EV733,Halabja Education Meetup 2025,Conference,Halabja,Halabja Youth Center,2025-10-18,5011,25,UZakho
EV734,Halabja Startup Expo 2026,Music,Halabja,Halabja Youth Center,2025-01-12,483,20,Kurdistan Tech Association
EV735,Zakho Book Expo 2024,Health,Zakho,New Zakho Hall,2024-12-09,4460,5,Kurdistan Data Institute
EV736,Duhok Heritage Bootcamp 2025,Cultural,Duhok,Duhok Expo,2024-04-30,287,35,KRG Ministry of Culture
EV737,Zakho Innovation Bootcamp 2026,Technology,Zakho,University of Zakho Hall,2026-03-27,2168,20,KRG Ministry of Culture
EV738,Halabja Film Expo 2024,Music,Halabja,Halabja Cultural Hall,2024-04-17,606,80,KRG Media Commission
EV739,Sulaymaniyah Business Expo 2025,Technology,Sulaymaniyah,Bakhtiary Arena,2025-10-21,2609,50,UZakho
EV740,Halabja Education Fair 2026,Music,Halabja,Halabja Memorial,2024-10-18,11784,35,AUK
EV741,Zakho Science Bootcamp 2024,Music,Zakho,Zakho Stadium,2025-12-23,8119,5,SPU
EV742,Duhok Startup Expo 2025,Technology,Duhok,Duhok Stadium,2026-09-10,5486,15,SPU
EV743,Zakho Book Fair 2026,Sports,Zakho,University of Zakho Hall,2024-03-28,3714,35,Kurdistan Tech Association
EV744,Halabja Business Meetup 2024,Business,Halabja,Halabja Youth Center,2024-12-05,2718,60,Kurdistan Data Institute
EV745,Sulaymaniyah Health Meetup 2025,Sports,Sulaymaniyah,Azmar Resort,2025-11-19,7330,5,Zakho Municipality
EV746,Halabja Innovation Forum 2026,Sports,Halabja,Halabja Cultural Hall,2024-02-27,10405,25,KRG Government
EV747,Duhok Science Camp 2024,Business,Duhok,Duhok Expo,2026-04-07,9084,60,AUK
EV748,Zakho Film Summit 2025,Business,Zakho,University of Zakho Hall,2025-10-11,10649,50,UKH
EV749,Sulaymaniyah Science Bootcamp 2026,Sports,Sulaymaniyah,SPU Auditorium,2025-05-14,11093,60,KRG Ministry of Culture
EV750,Sulaymaniyah Education Fair 2024,Conference,Sulaymaniyah,Slemani Expo Center,2024-11-12,204,50,KRG Presidency
EV751,Zakho Health Summit 2025,Conference,Zakho,Zakho Stadium,2026-10-27,7786,60,Duhok Sports Directorate
EV752,Zakho Science Festival 2026,Sports,Zakho,Zakho Park,2026-10-31,2209,0,UoS
EV753,Duhok Science Week 2024,Health,Duhok,Duhok Stadium,2024-05-10,3197,15,KRG Government
EV754,Sulaymaniyah Film Camp 2025,Health,Sulaymaniyah,Goizha Convention Center,2024-05-07,1789,25,Kurdistan Data Institute
EV755,Halabja Startup Festival 2026,Commemorative,Halabja,Halabja Youth Center,2025-12-14,2713,80,KRG Government
EV756,Sulaymaniyah Culture Week 2024,Cultural,Sulaymaniyah,Goizha Convention Center,2026-12-12,859,15,Sulaymaniyah Events Co.
EV757,Zakho Book Meetup 2025,Sports,Zakho,University of Zakho Hall,2026-06-08,6396,10,KRG Media Commission
EV758,Erbil Science Expo 2026,Government,Erbil,AUK Auditorium,2025-07-31,1201,10,Kurdistan Data Institute
EV759,Sulaymaniyah Science Fair 2024,Government,Sulaymaniyah,UoS Hall,2026-02-13,8055,15,SPU
EV760,Duhok Film Summit 2025,Cultural,Duhok,AUK Campus,2024-01-21,11824,20,Zakho Municipality
EV761,Sulaymaniyah Science Meetup 2026,Cultural,Sulaymaniyah,Slemani Expo Center,2025-06-23,9532,80,KRG Ministry of Culture
EV762,Zakho Film Bootcamp 2024,Business,Zakho,Zakho Stadium,2025-07-23,1721,50,KRG Presidency
EV763,Sulaymaniyah Health Fair 2025,Education,Sulaymaniyah,Slemani Expo Center,2024-03-04,7864,80,UoS
EV764,Erbil Innovation Festival 2026,Government,Erbil,UKH Campus,2026-09-17,3757,100,Duhok Sports Directorate
EV765,Sulaymaniyah Culture Summit 2024,Technology,Sulaymaniyah,Azmar Resort,2026-11-22,9444,25,Kurdistan Data Institute
EV766,Erbil Innovation Festival 2025,Government,Erbil,Rotana Hotel,2024-06-02,7698,20,AUK
EV767,Halabja Film Week 2026,Government,Halabja,Halabja Cultural Hall,2024-09-17,417,35,Kurdistan Data Institute
EV768,Zakho Business Week 2024,Technology,Zakho,New Zakho Hall,2025-05-03,10369,50,KRG Media Commission
EV769,Duhok Education Summit 2025,Conference,Duhok,AUK Campus,2026-01-02,9743,50,SPU
EV770,Sulaymaniyah Culture Meetup 2026,Cultural,Sulaymaniyah,SPU Auditorium,2024-03-26,1248,35,UKH
EV771,Zakho Science Camp 2024,Education,Zakho,Zakho Park,2026-08-06,4404,40,Zakho Municipality
EV772,Sulaymaniyah Heritage Expo 2025,Sports,Sulaymaniyah,SPU Auditorium,2026-05-31,6538,80,KRG Government
EV773,Duhok Book Bootcamp 2026,Technology,Duhok,Duhok Cultural Center,2026-06-02,5598,80,KRG Ministry of Culture
EV774,Sulaymaniyah Education Forum 2024,Sports,Sulaymaniyah,UoS Hall,2026-02-23,8377,100,KRG Ministry of Culture
EV775,Erbil Culture Fair 2025,Education,Erbil,Sami Abdulrahman Park,2025-12-16,717,60,SPU
EV776,Zakho Business Forum 2026,Cultural,Zakho,University of Zakho Hall,2026-01-10,11474,50,StartupKRG
EV777,Zakho Business Meetup 2024,Government,Zakho,University of Zakho Hall,2025-04-22,2266,10,KRG Media Commission
EV778,Halabja Book Conference 2025,Conference,Halabja,Sirwan Park,2026-09-20,6270,15,AUK
EV779,Duhok Business Meetup 2026,Sports,Duhok,Duhok Expo,2026-10-16,1236,10,KRG Presidency
EV780,Zakho Innovation Week 2024,Sports,Zakho,Zakho Park,2025-04-02,7388,100,UoS
EV781,Zakho Health Festival 2025,Cultural,Zakho,University of Zakho Hall,2026-12-31,879,80,Kurdistan Tech Association
EV782,Halabja Science Week 2026,Technology,Halabja,Halabja Youth Center,2025-02-14,4474,80,Kurdistan Tech Association
EV783,Erbil Education Week 2024,Education,Erbil,AUK Auditorium,2024-12-03,4424,10,Zakho Municipality
EV784,Duhok Innovation Fair 2025,Music,Duhok,Duhok Expo,2025-08-28,3021,80,Zakho Municipality
EV785,Erbil Science Expo 2026,Technology,Erbil,AUK Auditorium,2025-12-03,6650,20,Kurdistan Data Institute
EV786,Zakho Science Conference 2024,Technology,Zakho,Zakho Stadium,2026-04-25,4629,50,KRG Media Commission
EV787,Sulaymaniyah Science Fair 2025,Commemorative,Sulaymaniyah,UoS Hall,2024-01-23,8300,50,AUK
EV788,Zakho Innovation Summit 2026,Cultural,Zakho,New Zakho Hall,2024-08-08,8748,50,UZakho
EV789,Sulaymaniyah Science Week 2024,Health,Sulaymaniyah,Azmar Resort,2024-12-08,5438,15,KRG Presidency
EV790,Duhok Science Festival 2025,Business,Duhok,Duhok Stadium,2024-12-17,2960,0,Kurdistan Tech Association
EV791,Sulaymaniyah Culture Festival 2026,Government,Sulaymaniyah,Goizha Convention Center,2024-02-20,10457,60,UZakho
EV792,Sulaymaniyah Film Meetup 2024,Music,Sulaymaniyah,Slemani Expo Center,2026-07-28,128,100,UZakho
EV793,Halabja Startup Summit 2025,Government,Halabja,Halabja Youth Center,2025-05-16,4047,10,KRG Media Commission
EV794,Sulaymaniyah Innovation Forum 2026,Sports,Sulaymaniyah,Slemani Expo Center,2025-02-21,2888,50,UKH
EV795,Duhok Science Summit 2024,Music,Duhok,Duhok Cultural Center,2024-01-18,768,35,UoS
EV796,Sulaymaniyah Heritage Festival 2025,Music,Sulaymaniyah,Goizha Convention Center,2025-09-13,8750,35,KRG Ministry of Culture
EV797,Erbil Heritage Meetup 2026,Commemorative,Erbil,Erbil Citadel Grounds,2025-05-28,7525,100,KRG Government
EV798,Halabja Culture Meetup 2024,Cultural,Halabja,Halabja Memorial,2024-12-24,7695,35,KRG Media Commission
EV799,Halabja Innovation Conference 2025,Government,Halabja,Sirwan Park,2024-04-05,11116,50,Sulaymaniyah Events Co.
EV800,Erbil Health Meetup 2026,Music,Erbil,Erbil Citadel Grounds,2026-07-25,9128,10,UoS
EV801,Halabja Culture Camp 2024,Technology,Halabja,Halabja Cultural Hall,2026-12-12,3200,100,UZakho
EV802,Zakho Education Expo 2025,Business,Zakho,University of Zakho Hall,2025-06-29,957,5,UKH
EV803,Sulaymaniyah Film Conference 2026,Commemorative,Sulaymaniyah,Bakhtiary Arena,2024-03-14,8886,25,KRG Government
EV804,Duhok Culture Forum 2024,Sports,Duhok,Dream Hall Duhok,2025-11-10,10302,15,Kurdistan Tech Association
EV805,Sulaymaniyah Film Expo 2025,Business,Sulaymaniyah,Bakhtiary Arena,2024-12-28,7460,60,KRG Ministry of Culture
EV806,Zakho Heritage Camp 2026,Education,Zakho,University of Zakho Hall,2025-05-02,4417,80,Kurdistan Data Institute
EV807,Duhok Science Expo 2024,Business,Duhok,AUK Campus,2025-04-22,7243,35,UZakho
EV808,Erbil Culture Camp 2025,Commemorative,Erbil,Erbil Citadel Grounds,2025-04-02,626,80,SPU
EV809,Halabja Book Fair 2026,Conference,Halabja,Halabja Cultural Hall,2025-01-28,11641,80,Duhok Sports Directorate
EV810,Halabja Education Summit 2024,Business,Halabja,Halabja Memorial,2025-05-30,5926,10,Duhok Sports Directorate
EV811,Sulaymaniyah Education Summit 2025,Cultural,Sulaymaniyah,Goizha Convention Center,2026-10-04,3405,50,AUK
EV812,Halabja Innovation Fair 2026,Government,Halabja,Halabja Youth Center,2024-08-20,4173,5,AUK
EV813,Halabja Health Expo 2024,Technology,Halabja,Sirwan Park,2025-08-17,11855,0,KRG Ministry of Culture
EV814,Sulaymaniyah Innovation Summit 2025,Music,Sulaymaniyah,SPU Auditorium,2026-06-08,7568,50,Kurdistan Data Institute
EV815,Zakho Education Festival 2026,Government,Zakho,Zakho Stadium,2026-09-04,129,25,Zakho Municipality
EV816,Erbil Startup Expo 2024,Music,Erbil,Erbil International Fair Ground,2025-04-21,8610,10,UZakho
EV817,Erbil Innovation Forum 2025,Cultural,Erbil,Empire World Mall,2024-01-25,1562,5,KRG Ministry of Culture
EV818,Halabja Innovation Meetup 2026,Cultural,Halabja,Halabja Cultural Hall,2024-12-10,1940,0,KRG Presidency
EV819,Halabja Startup Bootcamp 2024,Health,Halabja,Halabja Memorial,2025-11-15,1976,20,Kurdistan Tech Association
EV820,Zakho Book Summit 2025,Health,Zakho,University of Zakho Hall,2026-01-21,4776,0,SPU
EV821,Erbil Culture Conference 2026,Commemorative,Erbil,Erbil Citadel Grounds,2025-12-28,11173,25,StartupKRG
EV822,Sulaymaniyah Startup Forum 2024,Health,Sulaymaniyah,Bakhtiary Arena,2026-09-06,9621,5,StartupKRG
EV823,Duhok Culture Forum 2025,Music,Duhok,Duhok Cultural Center,2025-02-12,2364,100,Kurdistan Data Institute
EV824,Sulaymaniyah Science Camp 2026,Technology,Sulaymaniyah,Bakhtiary Arena,2026-09-14,5496,20,Duhok Sports Directorate
EV825,Halabja Business Summit 2024,Commemorative,Halabja,Sirwan Park,2024-11-04,4872,35,KRG Government
EV826,Erbil Startup Summit 2025,Business,Erbil,UKH Campus,2026-11-11,4473,10,Sulaymaniyah Events Co.
EV827,Erbil Innovation Forum 2026,Government,Erbil,Divan Hotel Erbil,2025-08-20,3766,5,KRG Ministry of Culture
EV828,Erbil Innovation Meetup 2024,Commemorative,Erbil,AUK Auditorium,2024-02-22,7157,40,AUK
EV829,Erbil Business Forum 2025,Business,Erbil,Erbil Citadel Grounds,2025-07-13,1890,60,KRG Presidency
EV830,Duhok Film Forum 2026,Cultural,Duhok,Duhok Cultural Center,2025-06-30,2966,15,KRG Presidency
EV831,Duhok Heritage Festival 2024,Technology,Duhok,Duhok Cultural Center,2024-09-04,9110,5,SPU
EV832,Sulaymaniyah Culture Bootcamp 2025,Business,Sulaymaniyah,SPU Auditorium,2026-11-18,1940,25,Kurdistan Tech Association
EV833,Duhok Business Meetup 2026,Technology,Duhok,Duhok Expo,2024-01-20,5438,15,Zakho Municipality
EV834,Halabja Book Festival 2024,Government,Halabja,Sirwan Park,2025-11-16,8201,10,Kurdistan Data Institute
EV835,Zakho Film Conference 2025,Commemorative,Zakho,Zakho Park,2026-12-04,1776,35,Sulaymaniyah Events Co.
EV836,Halabja Health Festival 2026,Music,Halabja,Halabja Cultural Hall,2026-03-17,2435,20,KRG Presidency
EV837,Duhok Book Festival 2024,Conference,Duhok,Dream Hall Duhok,2025-02-11,11608,60,StartupKRG
EV838,Halabja Culture Meetup 2025,Sports,Halabja,Sirwan Park,2025-09-17,4463,100,UZakho
EV839,Erbil Education Conference 2026,Education,Erbil,Sami Abdulrahman Park,2025-04-29,11339,10,Kurdistan Tech Association
EV840,Halabja Startup Forum 2024,Music,Halabja,Halabja Memorial,2026-03-11,2377,35,Kurdistan Data Institute
EV841,Zakho Innovation Bootcamp 2025,Conference,Zakho,New Zakho Hall,2025-08-31,7832,35,KRG Ministry of Culture
EV842,Zakho Book Bootcamp 2026,Technology,Zakho,University of Zakho Hall,2024-11-18,8629,35,Zakho Municipality
EV843,Duhok Business Expo 2024,Sports,Duhok,Duhok Expo,2026-12-02,5717,10,StartupKRG
EV844,Halabja Innovation Conference 2025,Health,Halabja,Halabja Youth Center,2024-11-27,5935,10,StartupKRG
EV845,Duhok Innovation Expo 2026,Health,Duhok,Duhok Stadium,2025-11-01,3718,60,UKH
EV846,Duhok Science Expo 2024,Sports,Duhok,Duhok Stadium,2025-03-10,5933,10,Kurdistan Tech Association
EV847,Duhok Education Fair 2025,Health,Duhok,Duhok Cultural Center,2024-06-04,7473,20,KRG Presidency
EV848,Erbil Culture Week 2026,Government,Erbil,Erbil Citadel Grounds,2024-06-09,9728,40,SPU
EV849,Sulaymaniyah Heritage Camp 2024,Conference,Sulaymaniyah,Goizha Convention Center,2025-01-05,7103,80,StartupKRG
EV850,Duhok Education Bootcamp 2025,Music,Duhok,Dream Hall Duhok,2026-03-15,150,5,KRG Media Commission
EV851,Duhok Science Festival 2026,Commemorative,Duhok,Dream Hall Duhok,2024-01-02,8921,5,UoS
EV852,Erbil Heritage Camp 2024,Technology,Erbil,Erbil Citadel Grounds,2025-12-27,5085,80,UoS
EV853,Halabja Science Camp 2025,Commemorative,Halabja,Halabja Memorial,2026-12-22,6017,25,Kurdistan Tech Association
EV854,Erbil Film Forum 2026,Cultural,Erbil,Empire World Mall,2024-01-31,6673,80,Kurdistan Tech Association
EV855,Duhok Startup Festival 2024,Business,Duhok,Duhok Stadium,2025-10-15,7684,50,Zakho Municipality
EV856,Erbil Startup Festival 2025,Sports,Erbil,Empire World Mall,2024-08-15,1547,60,Duhok Sports Directorate
EV857,Sulaymaniyah Science Forum 2026,Technology,Sulaymaniyah,Azmar Resort,2025-02-09,6961,35,KRG Government
EV858,Erbil Business Summit 2024,Commemorative,Erbil,AUK Auditorium,2026-12-08,9234,5,SPU
EV859,Duhok Heritage Camp 2025,Government,Duhok,Dream Hall Duhok,2024-05-05,6560,60,AUK
EV860,Duhok Book Meetup 2026,Education,Duhok,Duhok Stadium,2025-11-07,3010,20,Sulaymaniyah Events Co.
EV861,Zakho Innovation Meetup 2024,Education,Zakho,Zakho Park,2024-07-27,6266,80,Kurdistan Tech Association
EV862,Duhok Health Conference 2025,Sports,Duhok,Duhok Cultural Center,2025-03-29,1181,35,Sulaymaniyah Events Co.
EV863,Sulaymaniyah Innovation Expo 2026,Cultural,Sulaymaniyah,Azmar Resort,2024-03-01,5145,80,StartupKRG
EV864,Sulaymaniyah Film Summit 2024,Cultural,Sulaymaniyah,Slemani Expo Center,2025-10-02,154,60,KRG Government
EV865,Halabja Film Bootcamp 2025,Health,Halabja,Halabja Cultural Hall,2024-05-16,1532,20,KRG Media Commission
EV866,Zakho Film Week 2026,Sports,Zakho,University of Zakho Hall,2026-04-15,8977,20,UZakho
EV867,Duhok Science Summit 2024,Business,Duhok,Duhok Stadium,2024-05-16,8013,0,KRG Government
EV868,Sulaymaniyah Science Fair 2025,Music,Sulaymaniyah,Bakhtiary Arena,2025-09-22,2170,35,UKH
EV869,Erbil Culture Forum 2026,Sports,Erbil,Erbil International Fair Ground,2025-03-09,10953,60,KRG Ministry of Culture
EV870,Sulaymaniyah Science Camp 2024,Government,Sulaymaniyah,UoS Hall,2024-10-06,5863,60,Duhok Sports Directorate
EV871,Sulaymaniyah Business Meetup 2025,Health,Sulaymaniyah,SPU Auditorium,2024-07-27,1905,10,Kurdistan Tech Association
EV872,Erbil Book Fair 2026,Education,Erbil,Erbil International Fair Ground,2024-06-24,3155,80,Duhok Sports Directorate
EV873,Duhok Business Week 2024,Music,Duhok,Duhok Stadium,2024-10-18,5327,35,Zakho Municipality
EV874,Sulaymaniyah Culture Meetup 2025,Music,Sulaymaniyah,Azmar Resort,2026-07-13,1794,10,KRG Presidency
EV875,Sulaymaniyah Book Camp 2026,Cultural,Sulaymaniyah,UoS Hall,2025-09-19,129,60,KRG Presidency
EV876,Duhok Health Bootcamp 2024,Sports,Duhok,Duhok Expo,2026-05-03,9485,5,Duhok Sports Directorate
EV877,Halabja Business Forum 2025,Cultural,Halabja,Halabja Youth Center,2026-04-18,6197,35,AUK
EV878,Halabja Innovation Forum 2026,Sports,Halabja,Halabja Memorial,2025-05-22,8426,80,Zakho Municipality
EV879,Duhok Health Fair 2024,Education,Duhok,Dream Hall Duhok,2024-06-13,3938,20,Sulaymaniyah Events Co.
EV880,Halabja Business Expo 2025,Music,Halabja,Sirwan Park,2025-07-07,3955,0,UKH
EV881,Duhok Science Conference 2026,Technology,Duhok,AUK Campus,2026-09-20,2281,100,SPU
EV882,Erbil Science Expo 2024,Education,Erbil,Rotana Hotel,2025-08-06,1703,20,KRG Media Commission
EV883,Erbil Science Festival 2025,Commemorative,Erbil,Divan Hotel Erbil,2024-11-02,8751,20,Sulaymaniyah Events Co.
EV884,Duhok Science Meetup 2026,Commemorative,Duhok,Dream Hall Duhok,2024-12-20,4055,10,AUK
EV885,Zakho Health Summit 2024,Health,Zakho,New Zakho Hall,2024-07-02,3257,40,Zakho Municipality
EV886,Sulaymaniyah Health Meetup 2025,Technology,Sulaymaniyah,Azmar Resort,2025-12-28,6022,25,KRG Media Commission
EV887,Erbil Heritage Bootcamp 2026,Health,Erbil,Empire World Mall,2024-08-08,345,15,UoS
EV888,Duhok Health Meetup 2024,Business,Duhok,Duhok Cultural Center,2025-03-17,1041,40,Duhok Sports Directorate
EV889,Halabja Culture Forum 2025,Health,Halabja,Halabja Youth Center,2026-04-10,8330,5,Sulaymaniyah Events Co.
EV890,Zakho Film Bootcamp 2026,Health,Zakho,Zakho Park,2024-05-18,10617,10,Sulaymaniyah Events Co.
EV891,Zakho Book Camp 2024,Government,Zakho,Zakho Park,2024-04-14,6976,10,KRG Media Commission
EV892,Duhok Culture Forum 2025,Business,Duhok,Duhok Cultural Center,2024-12-21,460,15,KRG Ministry of Culture
EV893,Zakho Startup Festival 2026,Education,Zakho,Zakho Stadium,2026-10-18,5904,100,KRG Presidency
EV894,Sulaymaniyah Film Forum 2024,Business,Sulaymaniyah,SPU Auditorium,2024-02-09,1314,15,KRG Government
EV895,Erbil Book Conference 2025,Business,Erbil,AUK Auditorium,2025-06-13,11822,10,Kurdistan Tech Association
EV896,Duhok Education Conference 2026,Music,Duhok,Duhok Expo,2025-01-06,7532,5,Kurdistan Data Institute
EV897,Halabja Innovation Conference 2024,Health,Halabja,Sirwan Park,2026-07-27,6556,60,Sulaymaniyah Events Co.
EV898,Sulaymaniyah Health Summit 2025,Government,Sulaymaniyah,UoS Hall,2025-08-31,7884,80,KRG Ministry of Culture
EV899,Zakho Science Fair 2026,Music,Zakho,University of Zakho Hall,2026-01-14,10330,0,StartupKRG
EV900,Sulaymaniyah Heritage Conference 2024,Cultural,Sulaymaniyah,Slemani Expo Center,2024-06-26,10629,60,Zakho Municipality
EV901,Duhok Health Expo 2025,Cultural,Duhok,Duhok Expo,2026-01-08,10273,0,Zakho Municipality
EV902,Erbil Book Fair 2026,Cultural,Erbil,UKH Campus,2024-05-06,7758,15,KRG Presidency
EV903,Halabja Business Camp 2024,Technology,Halabja,Halabja Memorial,2024-02-20,9597,0,UZakho
EV904,Halabja Business Festival 2025,Sports,Halabja,Halabja Youth Center,2026-11-17,4036,80,KRG Media Commission
EV905,Halabja Book Festival 2026,Education,Halabja,Sirwan Park,2026-02-24,10240,15,UoS
EV906,Zakho Health Expo 2024,Commemorative,Zakho,Zakho Park,2024-04-12,790,60,Kurdistan Tech Association
EV907,Halabja Startup Expo 2025,Cultural,Halabja,Halabja Cultural Hall,2024-07-12,8604,60,SPU
EV908,Duhok Heritage Festival 2026,Conference,Duhok,Duhok Expo,2026-09-29,11433,15,Duhok Sports Directorate
EV909,Halabja Innovation Fair 2024,Commemorative,Halabja,Halabja Memorial,2026-07-20,8075,25,Duhok Sports Directorate
EV910,Duhok Startup Camp 2025,Cultural,Duhok,Dream Hall Duhok,2026-10-27,10883,35,Kurdistan Data Institute
EV911,Erbil Startup Fair 2026,Business,Erbil,Erbil International Fair Ground,2024-04-28,1519,80,KRG Presidency
EV912,Halabja Education Meetup 2024,Health,Halabja,Halabja Youth Center,2026-08-01,1272,60,UZakho
EV913,Erbil Book Summit 2025,Sports,Erbil,Divan Hotel Erbil,2024-08-28,8092,0,UKH
EV914,Duhok Heritage Week 2026,Government,Duhok,Dream Hall Duhok,2026-03-09,1846,20,AUK
EV915,Zakho Startup Meetup 2024,Government,Zakho,Zakho Stadium,2026-11-10,9616,10,KRG Government
EV916,Halabja Film Festival 2025,Business,Halabja,Halabja Cultural Hall,2025-05-21,6225,10,KRG Media Commission
EV917,Duhok Innovation Forum 2026,Business,Duhok,Duhok Cultural Center,2025-08-17,5508,15,KRG Ministry of Culture
EV918,Duhok Science Conference 2024,Music,Duhok,AUK Campus,2024-06-23,11381,35,UKH
EV919,Zakho Science Bootcamp 2025,Education,Zakho,New Zakho Hall,2024-02-20,3347,35,AUK
EV920,Duhok Culture Meetup 2026,Cultural,Duhok,Duhok Expo,2024-07-03,7197,50,Zakho Municipality
EV921,Halabja Business Summit 2024,Sports,Halabja,Halabja Youth Center,2024-11-19,2105,0,KRG Ministry of Culture
EV922,Sulaymaniyah Education Bootcamp 2025,Health,Sulaymaniyah,Bakhtiary Arena,2025-06-29,7894,10,KRG Media Commission
EV923,Erbil Education Festival 2026,Education,Erbil,Rotana Hotel,2024-12-20,1820,60,Kurdistan Data Institute
EV924,Sulaymaniyah Culture Expo 2024,Commemorative,Sulaymaniyah,SPU Auditorium,2024-02-26,8877,5,SPU
EV925,Zakho Health Forum 2025,Music,Zakho,University of Zakho Hall,2026-05-30,1553,10,Duhok Sports Directorate
EV926,Sulaymaniyah Heritage Conference 2026,Cultural,Sulaymaniyah,Azmar Resort,2025-11-12,6556,50,AUK
EV927,Sulaymaniyah Startup Summit 2024,Cultural,Sulaymaniyah,Goizha Convention Center,2025-08-24,9464,100,KRG Media Commission
EV928,Duhok Science Bootcamp 2025,Cultural,Duhok,Duhok Expo,2026-12-03,9562,10,KRG Government
EV929,Zakho Book Expo 2026,Music,Zakho,University of Zakho Hall,2026-07-10,4227,0,Kurdistan Data Institute
EV930,Zakho Health Forum 2024,Education,Zakho,Zakho Park,2024-12-03,3030,60,StartupKRG
EV931,Zakho Business Conference 2025,Cultural,Zakho,Zakho Stadium,2025-12-10,6243,15,Duhok Sports Directorate
EV932,Erbil Health Forum 2026,Technology,Erbil,AUK Auditorium,2026-12-04,8154,35,Zakho Municipality
EV933,Halabja Business Week 2024,Government,Halabja,Halabja Memorial,2026-01-03,3166,0,KRG Media Commission
EV934,Halabja Health Expo 2025,Business,Halabja,Sirwan Park,2026-10-04,7388,40,Duhok Sports Directorate
EV935,Erbil Heritage Week 2026,Education,Erbil,Empire World Mall,2025-03-22,5056,80,Duhok Sports Directorate
EV936,Erbil Innovation Festival 2024,Government,Erbil,Erbil Citadel Grounds,2024-02-27,3020,60,Kurdistan Tech Association
EV937,Duhok Book Conference 2025,Sports,Duhok,AUK Campus,2024-04-20,7370,20,Kurdistan Data Institute
EV938,Erbil Education Camp 2026,Conference,Erbil,AUK Auditorium,2024-12-05,1028,25,KRG Government
EV939,Duhok Culture Fair 2024,Music,Duhok,Duhok Stadium,2024-10-10,6971,80,Kurdistan Data Institute
EV940,Erbil Education Forum 2025,Technology,Erbil,Erbil International Fair Ground,2026-03-03,7594,0,Kurdistan Data Institute
EV941,Sulaymaniyah Film Bootcamp 2026,Sports,Sulaymaniyah,SPU Auditorium,2026-12-15,251,35,KRG Media Commission
EV942,Zakho Business Bootcamp 2024,Sports,Zakho,Zakho Stadium,2026-11-04,8013,50,AUK
EV943,Halabja Science Fair 2025,Government,Halabja,Halabja Cultural Hall,2025-02-07,5639,10,Kurdistan Data Institute
EV944,Halabja Education Festival 2026,Conference,Halabja,Halabja Cultural Hall,2026-06-05,9865,60,Sulaymaniyah Events Co.
EV945,Halabja Science Forum 2024,Technology,Halabja,Halabja Memorial,2025-01-02,3543,60,SPU
EV946,Zakho Innovation Conference 2025,Technology,Zakho,Zakho Stadium,2024-05-17,3502,20,StartupKRG
EV947,Duhok Health Expo 2026,Conference,Duhok,Duhok Expo,2026-11-16,8369,15,Sulaymaniyah Events Co.
EV948,Halabja Book Fair 2024,Government,Halabja,Halabja Memorial,2024-03-24,6167,40,StartupKRG
EV949,Duhok Film Festival 2025,Government,Duhok,Duhok Stadium,2024-06-03,8859,0,KRG Media Commission
EV950,Halabja Health Week 2026,Conference,Halabja,Halabja Memorial,2024-08-09,11827,5,Sulaymaniyah Events Co.
EV951,Halabja Heritage Fair 2024,Conference,Halabja,Halabja Memorial,2025-06-29,3993,50,AUK
EV952,Duhok Science Festival 2025,Cultural,Duhok,Duhok Cultural Center,2025-08-03,577,80,UZakho
