hospital_id,name,city,type,beds,specialities,director
H648,Duhok General Hospital 648,Duhok,Private,565,"Nephrology, Haematology, Surgery, Research",Dr. Zhyan Jamal Saeed
H649,Duhok General Hospital 649,Duhok,Specialist,337,"Orthopaedics, General",Dr. Zeynep Mustafa Qadir
H650,Sulaymaniyah Specialist Hospital 650,Sulaymaniyah,Private,416,"Neurology, Endocrinology",Dr. Narin Latif Mahmoud
H651,Halabja Specialist Hospital 651,Halabja,Public,414,"Cardiology, Oncology",Dr. Yara Mohammed Nuri
H652,Halabja Medical Hospital 652,Halabja,Public,264,"General, Surgery",Dr. Vian Dara Omar
H653,Halabja Specialist Hospital 653,Halabja,Public,267,"Haematology, General, Neurology",Dr. Aryan Jamal Kadir
H654,Zakho Specialist Hospital 654,Zakho,Public,133,"Haematology, Cardiac Surgery, Emergency",Dr. Bestun Omar Saeed
H655,Sulaymaniyah General Hospital 655,Sulaymaniyah,Specialist,370,"General, Endocrinology, Orthopaedics",Dr. Wrya Raber Omar
H656,Halabja Private Hospital 656,Halabja,Public,93,"Cardiology, Mental Health, Emergency, Endocrinology",Dr. Saman Jalal Ali
H657,Halabja Community Hospital 657,Halabja,Teaching,184,"Orthopaedics, Nephrology",Dr. Jalal Nawzad Ahmad
H658,Zakho General Hospital 658,Zakho,Teaching,373,"Nephrology, Orthopaedics",Dr. Layla Saeed Hassan
H659,Sulaymaniyah Community Hospital 659,Sulaymaniyah,Public,158,"Endocrinology, Paediatrics, Orthopaedics",Dr. Sardar Omar Saeed
H660,Duhok Specialist Hospital 660,Duhok,Teaching,622,"Cardiology, Surgery, Nephrology",Dr. Dilan Jamal Hama
H661,Erbil Community Hospital 661,Erbil,Public,244,"Emergency, Nephrology, Endocrinology",Dr. Zeynep Farhad Tahir
H662,Erbil Specialist Hospital 662,Erbil,Private,640,"Cardiology, Emergency, Nephrology",Dr. Alan Raber Faris
H663,Erbil Community Hospital 663,Erbil,Public,544,"Endocrinology, Mental Health, Paediatrics",Dr. Layla Raber Hassan
H664,Duhok Community Hospital 664,Duhok,Private,621,"Emergency, Orthopaedics",Dr. Xezal Aziz Karim
H665,Erbil Community Hospital 665,Erbil,Private,262,"Cardiology, Oncology, Emergency",Dr. Naz Omar Taha
H666,Duhok Community Hospital 666,Duhok,Teaching,92,"Oncology, Nephrology, General",Dr. Dilan Salam Karim
H667,Erbil Medical Hospital 667,Erbil,Teaching,444,"Research, Surgery, Endocrinology",Dr. Avan Kamaran Faris
H668,Duhok Community Hospital 668,Duhok,Public,119,"Haematology, Nephrology",Dr. Dara Nawzad Rashid
H669,Erbil Private Hospital 669,Erbil,Teaching,125,"General, Haematology",Dr. Bestun Hama Karim
H670,Erbil Teaching Hospital 670,Erbil,Specialist,99,"Cardiology, Surgery",Dr. Karwan Raber Mustafa
H671,Erbil Private Hospital 671,Erbil,Private,679,"Oncology, Mental Health, Cardiac Surgery, Endocrinology",Dr. Azad Ihsan Taha
H672,Erbil Teaching Hospital 672,Erbil,Specialist,644,"Research, Emergency, Cardiac Surgery",Dr. Naz Mohammed Omar
H673,Sulaymaniyah Teaching Hospital 673,Sulaymaniyah,Teaching,664,"Endocrinology, Neurology",Dr. Bestun Raber Othman
H674,Halabja Private Hospital 674,Halabja,Specialist,698,"Nephrology, Cardiology, General, Emergency",Dr. Hawkar Aryan Mahmoud
H675,Halabja General Hospital 675,Halabja,Private,141,"Research, General, Nephrology",Dr. Karwan Farid Karimi
H676,Sulaymaniyah Medical Hospital 676,Sulaymaniyah,Specialist,330,"Surgery, Cardiology",Dr. Hawkar Kamaran Said
H677,Erbil Specialist Hospital 677,Erbil,Public,604,"Cardiac Surgery, Endocrinology, Haematology",Dr. Karwan Kamaran Qadir
H678,Zakho General Hospital 678,Zakho,Private,329,"General, Endocrinology, Surgery",Dr. Bestun Aryan Ali
H679,Duhok Specialist Hospital 679,Duhok,Teaching,563,"Research, General, Haematology, Endocrinology",Dr. Zhyan Nawzad Rashid
H680,Zakho Specialist Hospital 680,Zakho,Private,683,"Haematology, Nephrology, Emergency",Dr. Jalal Barzan Hasan
H681,Erbil Medical Hospital 681,Erbil,Public,362,"Oncology, Emergency, Neurology",Dr. Avan Rizgar Qadir
H682,Erbil Specialist Hospital 682,Erbil,Specialist,233,"Research, Paediatrics, Mental Health, Endocrinology",Dr. Tara Salam Othman
H683,Halabja Specialist Hospital 683,Halabja,Public,664,"Haematology, Endocrinology, Nephrology",Dr. Wrya Salam Karimi
H684,Erbil Medical Hospital 684,Erbil,Specialist,176,"Paediatrics, Oncology, Surgery",Dr. Aryan Dara Othman
H685,Zakho Community Hospital 685,Zakho,Specialist,182,"Emergency, General, Oncology",Dr. Azad Mustafa Faris
H686,Zakho General Hospital 686,Zakho,Specialist,190,"Endocrinology, Haematology",Dr. Jalal Jamal Omar
H687,Erbil Teaching Hospital 687,Erbil,Teaching,459,"Emergency, Surgery, Oncology",Dr. Farhad Sherzad Hama
H688,Zakho Medical Hospital 688,Zakho,Specialist,211,"General, Cardiology, Haematology, Research",Dr. Rebaz Karim Karim
H689,Duhok General Hospital 689,Duhok,Specialist,185,"Cardiology, Research",Dr. Kavar Omar Ahmad
H690,Sulaymaniyah Specialist Hospital 690,Sulaymaniyah,Private,398,"Neurology, Oncology",Dr. Avan Hama Mahmoud
H691,Erbil General Hospital 691,Erbil,Teaching,664,"Research, Cardiac Surgery, Surgery, Emergency",Dr. Yara Omar Faris
H692,Sulaymaniyah General Hospital 692,Sulaymaniyah,Private,58,"Nephrology, General, Research",Dr. Xezal Karim Nuri
H693,Duhok Teaching Hospital 693,Duhok,Public,577,"Orthopaedics, Cardiac Surgery",Dr. Pishtiwan Barzan Omar
H694,Erbil Specialist Hospital 694,Erbil,Private,298,"Nephrology, Emergency, Orthopaedics, Neurology",Dr. Avan Farid Ahmad
H695,Erbil General Hospital 695,Erbil,Teaching,281,"Cardiology, Oncology, Emergency, Neurology",Dr. Hawkar Mustafa Kadir
H696,Erbil Specialist Hospital 696,Erbil,Specialist,574,"Endocrinology, Surgery",Dr. Lana Saber Ahmad
H697,Sulaymaniyah Private Hospital 697,Sulaymaniyah,Private,361,"Paediatrics, Nephrology, Emergency, Surgery",Dr. Zhyan Saeed Rashid
H698,Erbil General Hospital 698,Erbil,Public,272,"Surgery, Oncology, Orthopaedics",Dr. Rebaz Sherzad Hasan
H699,Halabja General Hospital 699,Halabja,Specialist,204,"Cardiology, Mental Health, General, Cardiac Surgery",Dr. Saman Bakr Omar
H700,Duhok Medical Hospital 700,Duhok,Teaching,420,"Endocrinology, Emergency, Haematology, Orthopaedics",Dr. Fuad Fuad Faris
H701,Duhok Specialist Hospital 701,Duhok,Teaching,564,"Haematology, Orthopaedics",Dr. Salih Raber Rashid
H702,Sulaymaniyah Private Hospital 702,Sulaymaniyah,Teaching,368,"Nephrology, Mental Health, Oncology",Dr. Rozhan Karim Saeed
H703,Sulaymaniyah Private Hospital 703,Sulaymaniyah,Public,527,"Orthopaedics, Research, Cardiology",Dr. Salih Rizgar Said
H704,Sulaymaniyah Community Hospital 704,Sulaymaniyah,Private,307,"Research, General",Dr. Vian Barzan Nuri
H705,Halabja Private Hospital 705,Halabja,Public,318,"Oncology, Surgery, Paediatrics, Nephrology",Dr. Chnar Jamal Karim
H706,Zakho Medical Hospital 706,Zakho,Private,603,"Cardiac Surgery, General, Surgery",Dr. Jalal Fuad Salih
H707,Duhok Private Hospital 707,Duhok,Private,106,"Nephrology, Surgery, Paediatrics, Cardiology",Dr. Aryan Hama Taha
H708,Erbil Private Hospital 708,Erbil,Teaching,668,"Cardiac Surgery, Haematology",Dr. Helin Jalal Tahir
H709,Sulaymaniyah Medical Hospital 709,Sulaymaniyah,Public,542,"Cardiology, Mental Health",Dr. Rozhan Kamaran Mustafa
H710,Duhok Specialist Hospital 710,Duhok,Public,65,"General, Mental Health",Dr. Yara Omar Kadir
H711,Duhok Specialist Hospital 711,Duhok,Specialist,363,"Emergency, Endocrinology",Dr. Wrya Kamaran Faris
H712,Duhok Specialist Hospital 712,Duhok,Specialist,149,"Orthopaedics, Cardiology",Dr. Randa Rizgar Tahir
H713,Sulaymaniyah Teaching Hospital 713,Sulaymaniyah,Specialist,218,"Neurology, Endocrinology",Dr. Rami Nawzad Qadir
H714,Zakho General Hospital 714,Zakho,Public,260,"General, Endocrinology",Dr. Saman Ihsan Salih
H715,Duhok Community Hospital 715,Duhok,Teaching,614,"Paediatrics, Research, Cardiac Surgery, Surgery",Dr. Alan Farhad Mustafa
H716,Halabja Community Hospital 716,Halabja,Public,183,"Cardiology, Paediatrics, Surgery, Haematology",Dr. Randa Barzan Hasan
H717,Halabja Teaching Hospital 717,Halabja,Specialist,497,"Emergency, Neurology, Orthopaedics",Dr. Lana Latif Rashid
H718,Zakho Specialist Hospital 718,Zakho,Public,214,"Nephrology, General, Orthopaedics, Cardiac Surgery",Dr. Baran Bakr Nuri
H719,Halabja Specialist Hospital 719,Halabja,Public,346,"Surgery, General, Paediatrics",Dr. Chnar Salam Othman
H720,Erbil Specialist Hospital 720,Erbil,Specialist,367,"Cardiac Surgery, Surgery, Orthopaedics, Haematology",Dr. Dashni Fuad Karim
H721,Duhok General Hospital 721,Duhok,Specialist,470,"General, Orthopaedics, Haematology",Dr. Wrya Jamal Hassan
H722,Erbil Private Hospital 722,Erbil,Private,612,"Haematology, Cardiac Surgery, Oncology",Dr. Avan Jalal Saeed
H723,Halabja Teaching Hospital 723,Halabja,Specialist,600,"Emergency, Orthopaedics",Dr. Baran Fuad Said
H724,Duhok Medical Hospital 724,Duhok,Private,663,"Haematology, Neurology",Dr. Kavar Salam Hassan
H725,Duhok Private Hospital 725,Duhok,Private,87,"Mental Health, Emergency, Haematology",Dr. Zeynep Jamal Othman
H726,Zakho General Hospital 726,Zakho,Public,236,"Surgery, Research, Orthopaedics",Dr. Helin Saber Hama
H727,Duhok Teaching Hospital 727,Duhok,Teaching,642,"Surgery, Endocrinology, Cardiac Surgery",Dr. Farhad Omar Nasser
H728,Halabja Private Hospital 728,Halabja,Teaching,150,"Nephrology, Endocrinology, Haematology",Dr. Avan Saber Saeed
H729,Erbil General Hospital 729,Erbil,Public,535,"Cardiac Surgery, Orthopaedics, Paediatrics",Dr. Sardar Dara Said
H730,Sulaymaniyah Medical Hospital 730,Sulaymaniyah,Public,470,"Mental Health, Surgery, Cardiology",Dr. Vian Aryan Tahir
H731,Duhok Private Hospital 731,Duhok,Teaching,220,"Endocrinology, Mental Health, Cardiac Surgery, Research",Dr. Karwan Sherzad Nuri
H732,Zakho Community Hospital 732,Zakho,Specialist,248,"Cardiology, Orthopaedics",Dr. Zeynep Hama Hasan
H733,Zakho Teaching Hospital 733,Zakho,Specialist,537,"Haematology, Paediatrics, Nephrology",Dr. Rebaz Barzan Hasan
H734,Sulaymaniyah Specialist Hospital 734,Sulaymaniyah,Public,547,"Haematology, Cardiology, Orthopaedics, Neurology",Dr. Narin Sherzad Mustafa
H735,Halabja Specialist Hospital 735,Halabja,Public,610,"Endocrinology, Surgery",Dr. Jalal Mustafa Salih
H736,Sulaymaniyah Medical Hospital 736,Sulaymaniyah,Private,672,"Nephrology, Oncology, Orthopaedics",Dr. Azad Aziz Othman
H737,Zakho Medical Hospital 737,Zakho,Public,146,"Research, General",Dr. Karwan Omar Nuri
H738,Halabja General Hospital 738,Halabja,Teaching,339,"Neurology, Surgery, General",Dr. Dara Karim Taha
H739,Zakho Specialist Hospital 739,Zakho,Teaching,649,"Emergency, Oncology, Cardiology",Dr. Azad Aziz Mustafa
H740,Erbil Private Hospital 740,Erbil,Specialist,670,"Haematology, Cardiology, Nephrology, Neurology",Dr. Sardar Dara Hama
H741,Halabja Community Hospital 741,Halabja,Private,593,"Research, Paediatrics",Dr. Sardar Jamal Faris
H742,Halabja Community Hospital 742,Halabja,Specialist,512,"Paediatrics, Mental Health, Orthopaedics",Dr. Dara Mohammed Hasan
H743,Zakho General Hospital 743,Zakho,Private,519,"Endocrinology, Oncology",Dr. Dara Nawzad Salih
H744,Sulaymaniyah Private Hospital 744,Sulaymaniyah,Specialist,631,"General, Research",Dr. Kamaran Rebaz Saeed
H745,Duhok Specialist Hospital 745,Duhok,Teaching,420,"Paediatrics, Cardiology, Mental Health, Cardiac Surgery",Dr. Chnar Sherzad Taha
H746,Sulaymaniyah Medical Hospital 746,Sulaymaniyah,Teaching,365,"General, Cardiology, Endocrinology",Dr. Rami Jalal Faris
H747,Zakho Teaching Hospital 747,Zakho,Public,650,"Endocrinology, Oncology, Cardiac Surgery, Haematology",Dr. Bestun Latif Ali
H748,Zakho Community Hospital 748,Zakho,Specialist,114,"Cardiac Surgery, Surgery, Mental Health, Nephrology",Dr. Zhyan Saeed Aziz
H749,Duhok Private Hospital 749,Duhok,Specialist,540,"Paediatrics, Orthopaedics, Research, Surgery",Dr. Nawzad Dara Taha
H750,Sulaymaniyah Medical Hospital 750,Sulaymaniyah,Private,441,"Neurology, Paediatrics, General",Dr. Helin Farid Karim
H751,Zakho Medical Hospital 751,Zakho,Specialist,320,"Haematology, Endocrinology, Research, Emergency",Dr. Vian Latif Faris
H752,Zakho Medical Hospital 752,Zakho,Specialist,130,"Neurology, Emergency, Mental Health, Nephrology",Dr. Wrya Barzan Hama
H753,Sulaymaniyah Specialist Hospital 753,Sulaymaniyah,Public,182,"Neurology, Research, Mental Health",Dr. Narin Aziz Tahir
H754,Sulaymaniyah Medical Hospital 754,Sulaymaniyah,Public,622,"Oncology, Emergency, Mental Health",Dr. Pishtiwan Rizgar Aziz
H755,Halabja Medical Hospital 755,Halabja,Teaching,390,"Orthopaedics, Mental Health, Emergency",Dr. Sardar Ihsan Faris
H756,Duhok Specialist Hospital 756,Duhok,Public,433,"Nephrology, General, Paediatrics, Surgery",Dr. Lana Raber Taha
H757,Sulaymaniyah Private Hospital 757,Sulaymaniyah,Private,671,"Research, Haematology, Emergency, Orthopaedics",Dr. Randa Ihsan Omar
H758,Halabja Medical Hospital 758,Halabja,Teaching,79,"Cardiac Surgery, Surgery, General",Dr. Aryan Ihsan Faris
H759,Sulaymaniyah General Hospital 759,Sulaymaniyah,Specialist,273,"Cardiology, Research, General",Dr. Dara Mustafa Ahmad
H760,Duhok General Hospital 760,Duhok,Private,467,"Cardiology, General, Cardiac Surgery",Dr. Xezal Latif Nuri
H761,Halabja Medical Hospital 761,Halabja,Teaching,454,"Emergency, Haematology, Orthopaedics, Cardiac Surgery",Dr. Dashni Saber Hama
H762,Zakho Specialist Hospital 762,Zakho,Private,273,"Endocrinology, Haematology, Nephrology, General",Dr. Naz Fuad Taha
H763,Halabja Community Hospital 763,Halabja,Private,104,"Neurology, Cardiology, Research",Dr. Kamaran Dara Mustafa
H764,Erbil General Hospital 764,Erbil,Specialist,496,"Oncology, Mental Health",Dr. Zhyan Fuad Said
H765,Erbil Private Hospital 765,Erbil,Teaching,656,"Research, Cardiology, Haematology, Neurology",Dr. Dashni Fuad Hasan
H766,Zakho Teaching Hospital 766,Zakho,Public,319,"Orthopaedics, Nephrology, General, Haematology",Dr. Narin Salam Ali
H767,Zakho Private Hospital 767,Zakho,Private,399,"Neurology, Cardiac Surgery, Paediatrics",Dr. Sardar Mustafa Tahir
H768,Sulaymaniyah Medical Hospital 768,Sulaymaniyah,Specialist,79,"Oncology, Endocrinology",Dr. Zeynep Latif Karim
H769,Duhok Medical Hospital 769,Duhok,Public,213,"General, Paediatrics, Cardiology",Dr. Azad Bakr Nuri
H770,Zakho General Hospital 770,Zakho,Private,242,"Emergency, Cardiology",Dr. Rebaz Rebaz Kadir
H771,Duhok Community Hospital 771,Duhok,Public,262,"Emergency, Surgery, Neurology, Mental Health",Dr. Mazin Fuad Omar
H772,Halabja Medical Hospital 772,Halabja,Public,551,"Research, Cardiac Surgery",Dr. Nawzad Omar Karimi
H773,Zakho Private Hospital 773,Zakho,Teaching,91,"Cardiology, General, Haematology",Dr. Rebaz Mohammed Faris
H774,Halabja Teaching Hospital 774,Halabja,Teaching,574,"Mental Health, Nephrology, Neurology, Paediatrics",Dr. Helin Mustafa Hassan
H775,Sulaymaniyah Specialist Hospital 775,Sulaymaniyah,Private,493,"Nephrology, Endocrinology, Research, Paediatrics",Dr. Vian Rizgar Salih
H776,Erbil Specialist Hospital 776,Erbil,Private,576,"Emergency, Oncology, Paediatrics",Dr. Dilan Sherzad Hassan
H777,Sulaymaniyah General Hospital 777,Sulaymaniyah,Specialist,312,"Surgery, Nephrology, Orthopaedics",Dr. Mazin Karim Mustafa
H778,Zakho Medical Hospital 778,Zakho,Teaching,317,"Surgery, Research, Cardiac Surgery, Emergency",Dr. Pishtiwan Mohammed Said
H779,Halabja Private Hospital 779,Halabja,Public,254,"Research, Cardiac Surgery, Emergency, Orthopaedics",Dr. Dara Farhad Karimi
H780,Zakho Private Hospital 780,Zakho,Teaching,208,"Haematology, General, Cardiac Surgery",Dr. Bestun Sherzad Qadir
H781,Erbil General Hospital 781,Erbil,Public,183,"Research, Oncology, Orthopaedics, Mental Health",Dr. Azad Sherzad Othman
H782,Halabja Medical Hospital 782,Halabja,Private,301,"Orthopaedics, Nephrology, General",Dr. Wrya Jamal Tahir
H783,Duhok General Hospital 783,Duhok,Public,411,"General, Paediatrics",Dr. Pishtiwan Mustafa Karimi
H784,Sulaymaniyah Private Hospital 784,Sulaymaniyah,Public,199,"Orthopaedics, Oncology, General",Dr. Azad Barzan Taha
H785,Erbil Community Hospital 785,Erbil,Private,255,"General, Nephrology, Neurology",Dr. Shilan Rizgar Said
H786,Sulaymaniyah Private Hospital 786,Sulaymaniyah,Specialist,579,"Endocrinology, Cardiac Surgery",Dr. Naz Mustafa Karimi
H787,Duhok Community Hospital 787,Duhok,Public,630,"Endocrinology, Cardiac Surgery",Dr. Mazin Mohammed Tahir
H788,Duhok Community Hospital 788,Duhok,Teaching,504,"Cardiac Surgery, Paediatrics, Orthopaedics",Dr. Rebaz Sherzad Faris
H789,Sulaymaniyah Community Hospital 789,Sulaymaniyah,Teaching,292,"Cardiac Surgery, Oncology, Neurology, Research",Dr. Salih Jalal Tahir
H790,Erbil Community Hospital 790,Erbil,Private,577,"Paediatrics, Oncology",Dr. Naz Nawzad Kadir
H791,Sulaymaniyah Community Hospital 791,Sulaymaniyah,Teaching,239,"Nephrology, Cardiology, Surgery",Dr. Xezal Barzan Hama
H792,Zakho Private Hospital 792,Zakho,Public,394,"Endocrinology, Surgery, Nephrology",Dr. Vian Aryan Karimi
H793,Sulaymaniyah General Hospital 793,Sulaymaniyah,Teaching,360,"Cardiology, Emergency, Haematology, Endocrinology",Dr. Narin Karim Aziz
H794,Zakho Medical Hospital 794,Zakho,Teaching,65,"Mental Health, Endocrinology",Dr. Rozhan Latif Said
H795,Duhok Community Hospital 795,Duhok,Private,311,"Cardiology, Cardiac Surgery, Research, General",Dr. Rozhan Nawzad Ahmad
H796,Duhok General Hospital 796,Duhok,Specialist,472,"Research, General",Dr. Azad Barzan Tahir
H797,Duhok Community Hospital 797,Duhok,Teaching,570,"Endocrinology, Nephrology, Orthopaedics, Research",Dr. Fuad Omar Karimi
H798,Halabja Private Hospital 798,Halabja,Specialist,499,"Mental Health, Oncology",Dr. Vian Dara Faris
H799,Zakho Private Hospital 799,Zakho,Private,428,"Paediatrics, Neurology, Research",Dr. Rozhan Kamaran Nasser
H800,Sulaymaniyah Teaching Hospital 800,Sulaymaniyah,Private,544,"Paediatrics, Oncology, Neurology, Emergency",Dr. Azad Fuad Qadir
H801,Erbil General Hospital 801,Erbil,Teaching,422,"General, Cardiac Surgery, Neurology",Dr. Azad Dara Said
H802,Duhok Community Hospital 802,Duhok,Public,496,"Cardiac Surgery, Haematology, Paediatrics, Neurology",Dr. Bestun Farid Taha
H803,Halabja Specialist Hospital 803,Halabja,Private,387,"Mental Health, Paediatrics, Cardiology",Dr. Xezal Aryan Nuri
H804,Duhok General Hospital 804,Duhok,Specialist,507,"Endocrinology, Paediatrics",Dr. Narin Sherzad Hassan
H805,Zakho Specialist Hospital 805,Zakho,Private,552,"Endocrinology, Oncology",Dr. Avan Rizgar Karim
H806,Zakho Specialist Hospital 806,Zakho,Teaching,426,"Endocrinology, Cardiology",Dr. Randa Kamaran Hama
H807,Sulaymaniyah Specialist Hospital 807,Sulaymaniyah,Public,107,"Paediatrics, Mental Health",Dr. Vian Dara Tahir
H808,Duhok Community Hospital 808,Duhok,Teaching,414,"Endocrinology, Neurology",Dr. Rami Hama Tahir
H809,Zakho Teaching Hospital 809,Zakho,Private,258,"Haematology, Surgery",Dr. Xezal Mustafa Othman
H810,Zakho Private Hospital 810,Zakho,Teaching,57,"Haematology, Surgery, General",Dr. Saman Mustafa Hasan
H811,Erbil General Hospital 811,Erbil,Teaching,255,"Haematology, Endocrinology, Cardiac Surgery, General",Dr. Shilan Fuad Mustafa
H812,Duhok Specialist Hospital 812,Duhok,Public,690,"Paediatrics, Surgery, Research, Oncology",Dr. Nawzad Rebaz Hasan
H813,Sulaymaniyah Teaching Hospital 813,Sulaymaniyah,Private,120,"Surgery, Haematology, General",Dr. Alan Mohammed Aziz
H814,Halabja Community Hospital 814,Halabja,Public,140,"Surgery, Research, Mental Health, Cardiac Surgery",Dr. Zhyan Barzan Tahir
H815,Halabja Teaching Hospital 815,Halabja,Private,227,"Cardiology, Nephrology, Endocrinology, Research",Dr. Zhyan Bakr Mahmoud
H816,Duhok General Hospital 816,Duhok,Private,293,"Emergency, Cardiac Surgery",Dr. Kavar Aryan Omar
H817,Sulaymaniyah Medical Hospital 817,Sulaymaniyah,Private,606,"General, Oncology, Nephrology, Mental Health",Dr. Farhad Farhad Faris
H818,Halabja Teaching Hospital 818,Halabja,Private,590,"Cardiology, Surgery, Endocrinology, Emergency",Dr. Saman Dara Faris
H819,Halabja General Hospital 819,Halabja,Specialist,304,"Endocrinology, Paediatrics, Haematology",Dr. Pishtiwan Mustafa Rashid
H820,Erbil Community Hospital 820,Erbil,Public,240,"Neurology, Surgery",Dr. Rozhan Bakr Mahmoud
H821,Zakho Specialist Hospital 821,Zakho,Specialist,364,"Neurology, Oncology, Cardiac Surgery",Dr. Pishtiwan Aziz Kadir
H822,Zakho Private Hospital 822,Zakho,Specialist,663,"Orthopaedics, Endocrinology, Mental Health, Oncology",Dr. Bestun Nawzad Nuri
H823,Zakho Community Hospital 823,Zakho,Specialist,504,"Research, Surgery, Cardiology, Mental Health",Dr. Saman Saber Qadir
H824,Halabja Teaching Hospital 824,Halabja,Public,363,"Haematology, Surgery, Paediatrics",Dr. Narin Jamal Qadir
H825,Sulaymaniyah Community Hospital 825,Sulaymaniyah,Teaching,388,"Cardiac Surgery, Research, Orthopaedics, Cardiology",Dr. Bestun Jamal Salih
H826,Sulaymaniyah Teaching Hospital 826,Sulaymaniyah,Specialist,647,"Neurology, General, Oncology, Mental Health",Dr. Layla Raber Hasan
H827,Zakho Specialist Hospital 827,Zakho,Public,174,"Haematology, Nephrology, Endocrinology, Mental Health",Dr. Jalal Bakr Rashid
H828,Halabja Teaching Hospital 828,Halabja,Private,322,"Mental Health, Endocrinology",Dr. Yara Raber Karim
H829,Sulaymaniyah Teaching Hospital 829,Sulaymaniyah,Private,285,"Orthopaedics, Paediatrics",Dr. Rebaz Kamaran Said
H830,Duhok General Hospital 830,Duhok,Private,577,"Mental Health, Cardiac Surgery, Cardiology",Dr. Alan Fuad Salih
H831,Halabja Specialist Hospital 831,Halabja,Teaching,387,"Surgery, Orthopaedics, General",Dr. Tara Aryan Mahmoud
H832,Duhok Private Hospital 832,Duhok,Teaching,521,"Mental Health, Haematology, Nephrology",Dr. Fuad Jamal Said
H833,Erbil General Hospital 833,Erbil,Private,455,"Research, Cardiology, Cardiac Surgery",Dr. Aryan Farhad Omar
H834,Duhok Private Hospital 834,Duhok,Specialist,279,"Emergency, Neurology, Orthopaedics",Dr. Baran Rebaz Karimi
H835,Duhok Medical Hospital 835,Duhok,Teaching,247,"Neurology, Haematology",Dr. Narin Mustafa Kadir
H836,Sulaymaniyah General Hospital 836,Sulaymaniyah,Public,572,"Neurology, Oncology",Dr. Bestun Rebaz Kadir
H837,Zakho Private Hospital 837,Zakho,Private,101,"Nephrology, Research",Dr. Mazin Hama Mustafa
H838,Halabja General Hospital 838,Halabja,Public,398,"Surgery, Research, Mental Health, Cardiac Surgery",Dr. Alan Barzan Hama
H839,Erbil Teaching Hospital 839,Erbil,Teaching,100,"Research, Surgery",Dr. Jalal Omar Hama
H840,Duhok Teaching Hospital 840,Duhok,Specialist,483,"Nephrology, Oncology",Dr. Alan Kamaran Taha
H841,Sulaymaniyah Medical Hospital 841,Sulaymaniyah,Teaching,181,"Emergency, Cardiac Surgery, Endocrinology, General",Dr. Kavar Salam Said
H842,Erbil General Hospital 842,Erbil,Public,552,"General, Cardiac Surgery, Surgery",Dr. Zhyan Mohammed Tahir
H843,Sulaymaniyah Teaching Hospital 843,Sulaymaniyah,Specialist,352,"Cardiology, Surgery, Neurology, Research",Dr. Nawzad Saeed Omar
H844,Duhok Community Hospital 844,Duhok,Public,234,"General, Research, Oncology, Paediatrics",Dr. Wrya Sherzad Qadir
H845,Zakho General Hospital 845,Zakho,Private,374,"Endocrinology, Neurology",Dr. Fuad Salam Karimi
H846,Duhok General Hospital 846,Duhok,Public,276,"Paediatrics, Nephrology, Cardiac Surgery, Research",Dr. Zhyan Nawzad Mustafa
H847,Erbil Community Hospital 847,Erbil,Specialist,612,"Oncology, Cardiology",Dr. Nawzad Rebaz Salih
H848,Duhok Teaching Hospital 848,Duhok,Private,208,"Cardiology, Neurology, Paediatrics",Dr. Zhyan Dara Nuri
H849,Erbil Community Hospital 849,Erbil,Private,139,"Paediatrics, Neurology",Dr. Dara Nawzad Omar
H850,Zakho Specialist Hospital 850,Zakho,Private,256,"Nephrology, General, Oncology",Dr. Zeynep Omar Omar
H851,Duhok Specialist Hospital 851,Duhok,Specialist,383,"General, Haematology, Oncology, Neurology",Dr. Vian Hama Rashid
H852,Zakho Medical Hospital 852,Zakho,Private,464,"General, Mental Health",Dr. Aryan Karim Karimi
H853,Sulaymaniyah Medical Hospital 853,Sulaymaniyah,Teaching,497,"Research, Cardiology, General, Cardiac Surgery",Dr. Farhad Fuad Karimi
H854,Zakho Community Hospital 854,Zakho,Public,122,"Research, Paediatrics",Dr. Dara Omar Ahmad
H855,Halabja General Hospital 855,Halabja,Private,234,"Paediatrics, Cardiac Surgery, Emergency",Dr. Mazin Barzan Taha
H856,Halabja Teaching Hospital 856,Halabja,Teaching,592,"Orthopaedics, General, Mental Health, Research",Dr. Rozhan Karim Hasan
H857,Duhok General Hospital 857,Duhok,Specialist,645,"Research, Paediatrics, General",Dr. Rozhan Salam Rashid
H858,Erbil Private Hospital 858,Erbil,Private,455,"Orthopaedics, General, Oncology, Neurology",Dr. Narin Nawzad Aziz
H859,Duhok Private Hospital 859,Duhok,Public,196,"Research, Cardiac Surgery, Cardiology, Emergency",Dr. Zhyan Dara Mustafa
H860,Erbil Specialist Hospital 860,Erbil,Teaching,150,"Neurology, Surgery, Endocrinology, General",Dr. Dilan Sherzad Nuri
H861,Sulaymaniyah Specialist Hospital 861,Sulaymaniyah,Private,279,"Endocrinology, Research, Cardiac Surgery",Dr. Alan Salam Nuri
H862,Erbil Specialist Hospital 862,Erbil,Teaching,248,"Cardiac Surgery, Endocrinology, Research",Dr. Dashni Kamaran Karimi
H863,Erbil Community Hospital 863,Erbil,Private,511,"Neurology, Cardiology, Haematology, Nephrology",Dr. Chnar Mohammed Hama
H864,Sulaymaniyah General Hospital 864,Sulaymaniyah,Specialist,112,"General, Cardiac Surgery, Neurology",Dr. Randa Bakr Ali
