company_id,company_name,city,sector,founded,employees,annual_revenue_usd,ceo
CO819,Zakho Transport Logistics Holdings,Zakho,Transport & Logistics,2020,4200,554639886,Lana Nawzad Aziz
CO820,Zakho Media Holdings,Zakho,Media,2009,2575,333245590,Nawzad Latif Nasser
CO821,Erbil Hospitality Systems,Erbil,Hospitality,1998,3399,482541821,Helin Aryan Rashid
CO822,Erbil Hospitality Group,Erbil,Hospitality,2007,1171,624376319,Rozhan Farid Qadir
CO823,Halabja Healthcare Solutions,Halabja,Healthcare,1995,1452,286997827,Chnar Saber Taha
CO824,Duhok Construction Holdings,Duhok,Construction,2020,4455,182982233,Dilan Aryan Hasan
CO825,Sulaymaniyah Retail Enterprises,Sulaymaniyah,Retail,1998,992,102360590,Naz Aziz Taha
CO826,Halabja Healthcare Center,Halabja,Healthcare,2022,1592,631848243,Azad Mohammed Nasser
CO827,Duhok Telecommunications Labs,Duhok,Telecommunications,2012,2461,527209929,Bestun Omar Omar
CO828,Halabja Construction Holdings,Halabja,Construction,2022,302,255996562,Zhyan Dara Hassan
CO829,Erbil Aviation Services,Erbil,Aviation,2016,4286,19194738,Shilan Mustafa Ahmad
CO830,Sulaymaniyah Technology Services,Sulaymaniyah,Technology,2003,1988,447984971,Layla Barzan Karim
CO831,Duhok Transport Logistics Industries,Duhok,Transport & Logistics,1996,902,129544976,Wrya Saber Hasan
CO832,Duhok Tourism Center,Duhok,Tourism,1998,4754,89048768,Aryan Sherzad Nasser
CO833,Halabja Hospitality Center,Halabja,Hospitality,1993,4953,72361081,Mazin Jamal Salih
CO834,Erbil Education Holdings,Erbil,Education,2010,4681,139332782,Sardar Barzan Hasan
CO835,Duhok Logistics Systems,Duhok,Logistics,2015,225,613055613,Sardar Omar Omar
CO836,Halabja Telecommunications Solutions,Halabja,Telecommunications,1995,2807,233668070,Alan Aziz Qadir
CO837,Zakho Real Estate Systems,Zakho,Real Estate,2009,3001,211035014,Pishtiwan Sherzad Karim
CO838,Sulaymaniyah Healthcare Group,Sulaymaniyah,Healthcare,1990,4799,445586182,Zhyan Jalal Tahir
CO839,Sulaymaniyah Aviation Systems,Sulaymaniyah,Aviation,1991,2959,237694469,Dara Mustafa Tahir
CO840,Zakho Agriculture Services,Zakho,Agriculture,2025,4499,604040630,Jalal Aziz Salih
CO841,Halabja Education Group,Halabja,Education,2006,3393,297648327,Farhad Kamaran Ali
CO842,Duhok Manufacturing Solutions,Duhok,Manufacturing,2015,4690,226827755,Baran Kamaran Salih
CO843,Erbil Aviation Enterprises,Erbil,Aviation,2008,837,87491855,Kamaran Salam Tahir
CO844,Sulaymaniyah Consulting Solutions,Sulaymaniyah,Consulting,1990,1940,551929398,Nawzad Omar Ahmad
CO845,Zakho Hospitality Enterprises,Zakho,Hospitality,2018,237,387837670,Avan Omar Aziz
CO846,Duhok Retail Holdings,Duhok,Retail,2023,370,281419524,Helin Sherzad Kadir
CO847,Sulaymaniyah Consulting Group,Sulaymaniyah,Consulting,1992,4237,571252314,Nawzad Farid Ali
CO848,Halabja Aviation Enterprises,Halabja,Aviation,2022,1657,585470416,Zhyan Salam Karim
CO849,Erbil Transport Logistics Enterprises,Erbil,Transport & Logistics,2020,1708,89635373,Avan Mohammed Tahir
CO850,Halabja Logistics Holdings,Halabja,Logistics,2009,4274,381936970,Kavar Kamaran Karimi
CO851,Zakho Energy Company,Zakho,Energy,2019,4535,84367436,Helin Saber Hassan
CO852,Halabja Manufacturing Solutions,Halabja,Manufacturing,2007,136,343974715,Dilan Karim Mustafa
CO853,Halabja Technology Systems,Halabja,Technology,2014,634,531714671,Zhyan Aziz Karimi
CO854,Duhok Retail Labs,Duhok,Retail,2009,914,146131443,Helin Rizgar Kadir
CO855,Halabja Technology Group,Halabja,Technology,2008,2685,178611409,Tara Hama Nuri
CO856,Halabja Hospitality Industries,Halabja,Hospitality,2010,2978,464172888,Shilan Saber Kadir
CO857,Erbil Healthcare Center,Erbil,Healthcare,2024,3669,66761986,Karwan Mohammed Qadir
CO858,Sulaymaniyah Healthcare Solutions,Sulaymaniyah,Healthcare,2011,1213,633233243,Narin Jalal Karim
CO859,Zakho Technology Solutions,Zakho,Technology,1996,2542,554091495,Lana Bakr Kadir
CO860,Erbil Tourism Holdings,Erbil,Tourism,2011,1130,442658177,Karwan Farid Nasser
CO861,Zakho Pharmaceuticals Center,Zakho,Pharmaceuticals,2009,4249,95534387,Dilan Aziz Mustafa
CO862,Erbil Agriculture Systems,Erbil,Agriculture,2004,207,132600392,Alan Rebaz Hasan
CO863,Zakho Aviation Labs,Zakho,Aviation,2014,3826,264858387,Dara Ihsan Said
CO864,Sulaymaniyah Hospitality Company,Sulaymaniyah,Hospitality,2009,834,316069368,Mazin Dara Salih
CO865,Zakho Agriculture Industries,Zakho,Agriculture,2022,205,523553904,Narin Rizgar Qadir
CO866,Erbil Aviation Systems,Erbil,Aviation,2022,4700,15614990,Vian Karim Qadir
CO867,Duhok Telecommunications Center,Duhok,Telecommunications,2007,1345,564401550,Karwan Nawzad Said
CO868,Sulaymaniyah Hospitality Industries,Sulaymaniyah,Hospitality,2011,3670,529105323,Dara Omar Hassan
CO869,Halabja Education Industries,Halabja,Education,2019,2368,132332136,Dilan Barzan Hasan
CO870,Erbil Manufacturing Enterprises,Erbil,Manufacturing,2022,708,401640996,Vian Hama Mustafa
CO871,Halabja Real Estate Center,Halabja,Real Estate,2012,3035,180815482,Rami Nawzad Kadir
CO872,Sulaymaniyah Aviation Industries,Sulaymaniyah,Aviation,1998,806,520598441,Helin Farid Said
CO873,Duhok Healthcare Services,Duhok,Healthcare,2023,3948,185222304,Kamaran Raber Karimi
CO874,Sulaymaniyah Telecommunications Industries,Sulaymaniyah,Telecommunications,1994,3779,186044774,Yara Hama Nasser
CO875,Sulaymaniyah Energy Industries,Sulaymaniyah,Energy,1992,2578,361353033,Rebaz Latif Nasser
CO876,Sulaymaniyah Technology Services,Sulaymaniyah,Technology,2013,3130,148302402,Xezal Ihsan Karimi
CO877,Sulaymaniyah Construction Industries,Sulaymaniyah,Construction,2007,555,236799634,Sardar Aziz Nasser
CO878,Erbil Transport Logistics Solutions,Erbil,Transport & Logistics,2008,3495,325664586,Saman Bakr Mustafa
CO879,Duhok Media Enterprises,Duhok,Media,2020,4133,30835699,Xezal Hama Othman
CO880,Halabja Healthcare Industries,Halabja,Healthcare,2020,3905,26272862,Naz Nawzad Karimi
CO881,Duhok Consulting Enterprises,Duhok,Consulting,2015,3895,627749608,Salih Rebaz Ahmad
CO882,Sulaymaniyah Manufacturing Holdings,Sulaymaniyah,Manufacturing,2017,2524,84597383,Karwan Salam Tahir
CO883,Erbil Fintech Holdings,Erbil,Fintech,2008,3135,486009290,Baran Kamaran Faris
CO884,Zakho Transport Logistics Systems,Zakho,Transport & Logistics,2016,4165,29227662,Zhyan Rebaz Nasser
CO885,Erbil Tourism Services,Erbil,Tourism,2021,2593,52242736,Wrya Farhad Saeed
CO886,Sulaymaniyah Construction Solutions,Sulaymaniyah,Construction,1994,1199,520245281,Layla Karim Salih
CO887,Sulaymaniyah Healthcare Labs,Sulaymaniyah,Healthcare,2004,1948,149503541,Kavar Saeed Said
CO888,Erbil Real Estate Systems,Erbil,Real Estate,2003,935,437241588,Karwan Nawzad Mahmoud
CO889,Halabja Education Services,Halabja,Education,2009,3405,626148430,Rebaz Mohammed Karim
CO890,Erbil Technology Center,Erbil,Technology,2023,4771,355873938,Karwan Mustafa Nasser
CO891,Erbil Manufacturing Enterprises,Erbil,Manufacturing,2024,3736,138850097,Mazin Aryan Karimi
CO892,Sulaymaniyah Education Solutions,Sulaymaniyah,Education,2010,3042,554815000,Zeynep Aziz Saeed
CO893,Zakho Real Estate Industries,Zakho,Real Estate,2003,3323,191854847,Saman Hama Aziz
CO894,Halabja Real Estate Holdings,Halabja,Real Estate,2003,3673,75291273,Pishtiwan Rebaz Hama
CO895,Halabja Education Labs,Halabja,Education,1991,4272,25762305,Wrya Farhad Ahmad
CO896,Zakho Food Beverage Solutions,Zakho,Food & Beverage,2021,4350,278207127,Saman Saber Karimi
CO897,Erbil Healthcare Enterprises,Erbil,Healthcare,2006,4189,647802226,Narin Bakr Kadir
CO898,Duhok Media Enterprises,Duhok,Media,2003,3346,419469882,Bestun Mohammed Salih
CO899,Duhok Logistics Holdings,Duhok,Logistics,2019,976,129343179,Jalal Latif Mustafa
CO900,Zakho Food Beverage Company,Zakho,Food & Beverage,2000,4032,474016116,Lana Dara Faris
CO901,Zakho Real Estate Center,Zakho,Real Estate,2016,3609,557069676,Rozhan Barzan Ahmad
CO902,Sulaymaniyah Fintech Systems,Sulaymaniyah,Fintech,2005,858,555572459,Salih Jalal Ali
CO903,Zakho Education Labs,Zakho,Education,2008,1010,230375773,Vian Saber Hama
CO904,Duhok Aviation Enterprises,Duhok,Aviation,2019,264,495224221,Azad Mustafa Karimi
CO905,Zakho Fintech Group,Zakho,Fintech,2009,3077,363270170,Kavar Aziz Hassan
CO906,Erbil Education Systems,Erbil,Education,1996,2167,113023200,Avan Fuad Saeed
CO907,Duhok Consulting Industries,Duhok,Consulting,1996,1522,618079082,Farhad Barzan Mahmoud
CO908,Zakho Healthcare Services,Zakho,Healthcare,1993,3024,394018845,Vian Mustafa Hama
CO909,Sulaymaniyah Aviation Solutions,Sulaymaniyah,Aviation,2021,3863,311008270,Jalal Barzan Omar
CO910,Duhok Healthcare Holdings,Duhok,Healthcare,2009,1295,290546677,Kavar Rebaz Salih
CO911,Sulaymaniyah Retail Industries,Sulaymaniyah,Retail,1999,213,199466624,Naz Mohammed Kadir
CO912,Erbil Telecommunications Holdings,Erbil,Telecommunications,2008,4696,436743118,Zhyan Rebaz Saeed
CO913,Zakho Aviation Industries,Zakho,Aviation,1993,895,300137687,Fuad Rebaz Omar
CO914,Erbil Tourism Holdings,Erbil,Tourism,2018,1919,472502664,Baran Barzan Karimi
CO915,Erbil Consulting Systems,Erbil,Consulting,2000,980,616199252,Vian Jamal Qadir
CO916,Sulaymaniyah Agriculture Group,Sulaymaniyah,Agriculture,2013,28,454629065,Wrya Mohammed Mahmoud
CO917,Halabja Hospitality Solutions,Halabja,Hospitality,2011,4451,559170256,Narin Saber Othman
CO918,Duhok Healthcare Systems,Duhok,Healthcare,2015,2068,624171412,Narin Omar Nasser
CO919,Erbil Construction Industries,Erbil,Construction,1992,4425,612739891,Yara Fuad Mahmoud
CO920,Erbil Real Estate Group,Erbil,Real Estate,2016,1197,264016378,Dara Jalal Tahir
CO921,Erbil Fintech Labs,Erbil,Fintech,1997,4954,405057362,Aryan Aryan Saeed
CO922,Halabja Pharmaceuticals Group,Halabja,Pharmaceuticals,2011,4304,463148693,Wrya Ihsan Mustafa
CO923,Duhok Transport Logistics Services,Duhok,Transport & Logistics,2001,1490,36225386,Rebaz Mohammed Salih
CO924,Sulaymaniyah Food Beverage Group,Sulaymaniyah,Food & Beverage,2019,3767,181788414,Baran Farid Said
CO925,Zakho Energy Center,Zakho,Energy,2011,4170,609179443,Helin Karim Mahmoud
CO926,Zakho Real Estate Industries,Zakho,Real Estate,2024,3276,36410238,Shilan Fuad Mahmoud
CO927,Zakho Retail Enterprises,Zakho,Retail,2003,4137,554977425,Dilan Jalal Nasser
CO928,Erbil Transport Logistics Group,Erbil,Transport & Logistics,2012,1430,624344536,Avan Salam Aziz
CO929,Sulaymaniyah Manufacturing Industries,Sulaymaniyah,Manufacturing,1999,1743,500780889,Rebaz Hama Karimi
CO930,Duhok Real Estate Company,Duhok,Real Estate,1991,3276,261011114,Dara Saber Kadir
CO931,Halabja Tourism Holdings,Halabja,Tourism,2025,2070,440978353,Zhyan Saber Nasser
CO932,Sulaymaniyah Pharmaceuticals Solutions,Sulaymaniyah,Pharmaceuticals,2015,3021,349839839,Saman Farid Faris
CO933,Halabja Media Systems,Halabja,Media,2020,476,143028843,Randa Dara Othman
CO934,Zakho Food Beverage Holdings,Zakho,Food & Beverage,1992,2574,509503668,Yara Omar Karimi
CO935,Sulaymaniyah Tourism Holdings,Sulaymaniyah,Tourism,2013,2178,316416000,Shilan Aryan Karimi
CO936,Duhok Transport Logistics Enterprises,Duhok,Transport & Logistics,2019,291,180268731,Rami Rizgar Omar
CO937,Zakho Construction Labs,Zakho,Construction,1990,1704,346086377,Alan Saeed Saeed
CO938,Sulaymaniyah Fintech Industries,Sulaymaniyah,Fintech,2007,3272,289323350,Tara Mustafa Mahmoud
CO939,Erbil Real Estate Company,Erbil,Real Estate,2012,727,92297750,Nawzad Aryan Karimi
CO940,Zakho Aviation Holdings,Zakho,Aviation,2005,1461,200861428,Zeynep Fuad Qadir
CO941,Erbil Technology Solutions,Erbil,Technology,2021,4187,362620442,Randa Bakr Tahir
CO942,Halabja Agriculture Enterprises,Halabja,Agriculture,2001,4785,83869485,Zeynep Sherzad Salih
CO943,Sulaymaniyah Healthcare Industries,Sulaymaniyah,Healthcare,1999,2872,265959093,Jalal Saber Mustafa
CO944,Halabja Fintech Labs,Halabja,Fintech,2020,3217,94027697,Rebaz Jamal Tahir
CO945,Zakho Agriculture Industries,Zakho,Agriculture,2006,3002,560208443,Salih Ihsan Omar
CO946,Zakho Telecommunications Enterprises,Zakho,Telecommunications,2025,1791,253221822,Rozhan Mohammed Aziz
CO947,Sulaymaniyah Transport Logistics Enterprises,Sulaymaniyah,Transport & Logistics,2022,1807,422299059,Randa Barzan Hama
CO948,Halabja Agriculture Holdings,Halabja,Agriculture,2016,4299,436737756,Yara Farhad Aziz
CO949,Erbil Logistics Group,Erbil,Logistics,2020,4843,397447126,Alan Hama Nuri
CO950,Erbil Telecommunications Group,Erbil,Telecommunications,2001,1192,521268696,Xezal Aziz Qadir
CO951,Sulaymaniyah Pharmaceuticals Group,Sulaymaniyah,Pharmaceuticals,2007,3873,7149449,Rami Farid Said
CO952,Erbil Media Systems,Erbil,Media,2018,732,285396097,Avan Rizgar Nasser
CO953,Sulaymaniyah Education Services,Sulaymaniyah,Education,2018,1466,536605244,Kamaran Ihsan Hasan
CO954,Sulaymaniyah Healthcare Holdings,Sulaymaniyah,Healthcare,2022,2300,613653208,Tara Saber Saeed
CO955,Zakho Pharmaceuticals Industries,Zakho,Pharmaceuticals,2005,2039,425364548,Kamaran Latif Taha
CO956,Sulaymaniyah Real Estate Group,Sulaymaniyah,Real Estate,2020,1444,554042702,Shilan Mustafa Qadir
CO957,Duhok Tourism Company,Duhok,Tourism,1996,3431,81859009,Fuad Aziz Hasan
CO958,Halabja Telecommunications Center,Halabja,Telecommunications,2024,4618,67999941,Narin Aziz Qadir
CO959,Sulaymaniyah Media Holdings,Sulaymaniyah,Media,2001,3604,158402023,Pishtiwan Saeed Salih
CO960,Duhok Healthcare Industries,Duhok,Healthcare,2020,2964,647707967,Narin Farid Mahmoud
CO961,Zakho Media Industries,Zakho,Media,2020,1490,200038339,Avan Jalal Ali
CO962,Duhok Media Industries,Duhok,Media,2010,431,104438500,Zeynep Sherzad Hasan
CO963,Sulaymaniyah Agriculture Center,Sulaymaniyah,Agriculture,2018,2097,389148584,Hawkar Omar Ahmad
CO964,Zakho Aviation Solutions,Zakho,Aviation,2017,54,587956662,Zeynep Bakr Salih
CO965,Halabja Aviation Solutions,Halabja,Aviation,2004,1652,624910122,Bestun Nawzad Hassan
CO966,Duhok Fintech Labs,Duhok,Fintech,1999,4730,437051138,Zeynep Karim Salih
CO967,Zakho Food Beverage Solutions,Zakho,Food & Beverage,2022,722,228844550,Naz Rizgar Hassan
CO968,Zakho Healthcare Systems,Zakho,Healthcare,1997,4795,94703094,Jalal Saber Mahmoud
CO969,Duhok Manufacturing Group,Duhok,Manufacturing,2016,1800,465534087,Nawzad Kamaran Othman
CO970,Halabja Aviation Solutions,Halabja,Aviation,2014,3772,452528804,Xezal Barzan Qadir
CO971,Halabja Consulting Solutions,Halabja,Consulting,2014,3398,629462649,Chnar Jamal Karimi
CO972,Sulaymaniyah Healthcare Systems,Sulaymaniyah,Healthcare,2014,2270,329938470,Kamaran Kamaran Hasan
CO973,Duhok Technology Services,Duhok,Technology,2005,3708,5864489,Pishtiwan Salam Othman
CO974,Duhok Healthcare Services,Duhok,Healthcare,1996,3445,167786875,Bestun Salam Nasser
CO975,Zakho Fintech Enterprises,Zakho,Fintech,2007,2259,159821771,Dara Farid Nasser
CO976,Sulaymaniyah Real Estate Industries,Sulaymaniyah,Real Estate,1996,4856,515937985,Helin Latif Mustafa
CO977,Halabja Telecommunications Systems,Halabja,Telecommunications,2006,3655,220045998,Hawkar Rebaz Ali
CO978,Erbil Construction Industries,Erbil,Construction,2013,4447,254843728,Farhad Hama Hassan
CO979,Halabja Transport Logistics Systems,Halabja,Transport & Logistics,2000,3902,109578447,Sardar Dara Ali
CO980,Sulaymaniyah Aviation Solutions,Sulaymaniyah,Aviation,2003,2623,458939781,Helin Rizgar Ahmad
CO981,Duhok Media Solutions,Duhok,Media,2018,657,70264383,Yara Ihsan Taha
CO982,Duhok Energy Enterprises,Duhok,Energy,1995,2956,280675993,Kavar Ihsan Hama
CO983,Halabja Agriculture Labs,Halabja,Agriculture,2009,902,521512065,Alan Raber Hasan
CO984,Sulaymaniyah Healthcare Group,Sulaymaniyah,Healthcare,2015,4438,143755512,Kamaran Farhad Hasan
CO985,Duhok Aviation Company,Duhok,Aviation,1992,1443,550994167,Saman Barzan Faris
CO986,Erbil Logistics Holdings,Erbil,Logistics,1996,4641,553146519,Shilan Nawzad Saeed
CO987,Duhok Real Estate Center,Duhok,Real Estate,2002,894,325739742,Tara Ihsan Omar
CO988,Duhok Technology Systems,Duhok,Technology,2003,4257,466594251,Randa Mustafa Nuri
CO989,Zakho Fintech Services,Zakho,Fintech,2014,689,463864407,Hawkar Nawzad Hassan
CO990,Duhok Energy Systems,Duhok,Energy,2004,3728,22301536,Aryan Saeed Othman
CO991,Sulaymaniyah Hospitality Enterprises,Sulaymaniyah,Hospitality,1995,1060,535890643,Narin Fuad Hassan
CO992,Zakho Tourism Labs,Zakho,Tourism,2005,659,187916649,Hawkar Rebaz Aziz
CO993,Halabja Real Estate Group,Halabja,Real Estate,2014,3715,151782082,Azad Nawzad Faris
CO994,Sulaymaniyah Construction Services,Sulaymaniyah,Construction,1995,4563,462744257,Baran Sherzad Taha
CO995,Erbil Tourism Solutions,Erbil,Tourism,2014,3655,593656041,Chnar Hama Ahmad
CO996,Halabja Hospitality Services,Halabja,Hospitality,2021,2137,16326282,Randa Sherzad Rashid
CO997,Duhok Manufacturing Systems,Duhok,Manufacturing,1997,3731,360568760,Tara Mustafa Hassan
CO998,Duhok Hospitality Solutions,Duhok,Hospitality,2017,939,317711008,Lana Raber Kadir
CO999,Erbil Media Center,Erbil,Media,2019,1049,407558027,Aryan Hama Salih
CO1000,Duhok Fintech Holdings,Duhok,Fintech,1993,4786,316972802,Shilan Saber Rashid
